ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
4184;Totaal voor groep XXXIII;totaal voor groep xxxiii;;;;
4185;Indienst van een kerkgenootschap of kerkelijke gezindte.;indienst van een kerkgenootschap of kerkelijke gezindte;;14990;;
4186;Bedienaren van de godsdienst.;bedienaren van de godsdienst;;14190;;
4187;Geestelijken protestant;geestelijken protestant;;14190;;
4188;Geestelijken katholiek;geestelijken katholiek;;14190;;
4189;Geestelijken andere gezindten;geestelijken andere gezindten;;14190;;
4190;Andere amten protestant of bedieningen.;andere amten protestant of bedieningen;;14190;;
4191;Andere amten protestant of bedieningen.;andere amten protestant of bedieningen;;14190;;
4192;Totaal voor groep XXXIV;totaal voor groep xxxiv;;;;
4193;RECAPITULATIE;recapitulatie;;;;
4194;I-XXIV;ixxiv;A;;;
4195;**;**;B;;;
4196;**;**;C;;;
4197;**;**;D;;;
4198;XXV-XXXV;xxvxxxv;;;;
4199;Zonder beroep;zonder beroep;;-2;;
4200;Totaal;totaal;;;;
4201;Aardewerk, Diamant, glas, kalk, steenen, enz.;aardewerk diamant glas kalk steenen enz;;;;
4202;Steenen. Dakpannen, draineerbuizen,enz.;steenen dakpannen draineerbuizen enz;;;;
4203;Steenhouwers;steenhouwers;D;71220;;
4204;Totaal voor I;totaal voor i;A;;;
4205;Totaal voor I;totaal voor i;B;;;
4206;Totaal voor I;totaal voor i;C;;;
4207;Totaal voor I;totaal voor i;D;;;
4208;Totaal voor groep I;totaal voor groep i;;;;
4209;Boek- en steendrukkerij, hout-, koper-, staalgravure. Photograpie, enz.;boek en steendrukkerij hout koper staalgravure photograpie enz;;;;
4210;Boekdrukkerij, lettervaardiging enz. (incl. Landsdrukkerij).;boekdrukkerij lettervaardiging enz incl landsdrukkerij;;;;
4211;Boekbinders;boekbinders;D;92625;;
4212;Boekdrukkers;boekdrukkers;A;92110;;
4213;Boekdrukkers;boekdrukkers;C;92110;;
4214;Boekdrukkers;boekdrukkers;D;92110;;
4215;Letterzetters;letterzetters;D;92120;;
4216;Photograpie, enz.;photograpie enz;;;;
4217;Photograpie, .;photograpie;A;;;
4218;Photograpie, ;photograpie;D;;;
4219;Totaal voor II;totaal voor ii;A;;;
4220;Totaal voor II;totaal voor ii;B;;;
4221;Totaal voor II;totaal voor ii;C;;;
4222;Totaal voor II;totaal voor ii;D;;;
4223;Totaal voor groep II;totaal voor groep ii;;;;
4224;"Bouwbedrijven , (incl. reiniging gebouwen en aanleggen, onderhouden en reinigingen van wegen en straten; ook gemeentelijke dienst).";bouwbedrijven incl reiniging gebouwen en aanleggen onderhouden en reinigingen van wegen en straten ook gemeentelijke dienst;;;;
4225;Bouw van huizen, molens, enz.;bouw van huizen molens enz;;95000;;
4226;Architecten;architecten;A;02120;;
4227;loodgieters;loodgieters;A;87105;;
4228;loodgieters;loodgieters;D;87105;;
4229;Metselaar;metselaar;A;95120;;
4230;Metselaar;metselaar;D;95120;;
4231;Opperlieden;opperlieden;D;99910;;
4232;Timmerlieden;timmerlieden;A;95410;;
4233;Timmerlieden;timmerlieden;D;95410;;
4234;Afwerken van huizen, enz.;afwerken van huizen enz;;95000;;
4235;Huisschilders;huisschilders;A;93120;;
4236;Huisschilders;huisschilders;D;93120;;
4237;Stukadoors;stukadoors;A;95510;;
4238;Openbare werken.;openbare werken;;;;
4239;Aannemers;aannemers;A;21240;;
4240;Aardwerkers;aardwerkers;D;89200;32;
4241;Opzichters;opzichters;C;22000;31;
4242;Polderwerkers;polderwerkers;D;97415;32;
4243;Straatmakers;straatmakers;D;95160;;
4244;Reiniging van bouwwerken, wegen straten.;reiniging van bouwwerken wegen straten;;;;
4245;Openbare reiniging;openbare reiniging;B;55220;;
4246;Openbare reiniging;openbare reiniging;D;55220;;
4247;Totaal voor III;totaal voor iii;A;;;
4248;Totaal voor III;totaal voor iii;B;;;
4249;Totaal voor III;totaal voor iii;C;;;
4250;Totaal voor III;totaal voor iii;D;;;
4251;Totaal voor groep III;totaal voor groep iii;;;;
4252;"Chemische nijverheid, Meststoffen, ontplofbare stoffen; Verstoffen, enz.";chemische nijverheid meststoffen ontplofbare stoffen verstoffen enz;;;;
4253;Chemische nijverheid (incl apotheken);chemische nijverheid incl apotheken;;;;
4254;Apothekers;apothekers;A;06710;;
4255;Apothekers (bedeinde);apothekers bedeinde;C;06810;;
4256;Vervstoffen, enz.;vervstoffen enz;;;;
4257;Fabricage van lak;fabricage van lak;A;21110;;
4258;Totaal voor IV;totaal voor iv;A;;;
4259;Totaal voor IV;totaal voor iv;B;;;
4260;Totaal voor IV;totaal voor iv;C;;;
4261;Totaal voor IV;totaal voor iv;D;;;
4262;Totaal voor groep IV;totaal voor groep iv;;;;
4263;Hout-, kurk-, stroobewerking, snijen draaiwerk van verschillende stoffen, enz.;hout kurk stroobewerking snijen draaiwerk van verschillende stoffen enz;;;;
4264;Hout.;hout;;;;
4265;Fabricage van meubels (meubelmakers);fabricage van meubels meubelmakers;A;21110;;
4266;Fabricage van meubels (meubelmakers);fabricage van meubels meubelmakers;D;81120;;
4267;Houtzagers;houtzagers;A;81225;;
4268;Houtzagers;houtzagers;D;81225;;
4269;Kuipers;kuipers;A;81930;;
4270;Kurk-, stroo-, borstelwerk, vlechtwerk van verschillende stoffen. ;kurk stroo borstelwerk vlechtwerk van verschillende stoffen;;;;
4271;Bezem- en heiboendermakers;bezem en heiboendermakers;A;94240;;
4272;Fabricage van borstels;fabricage van borstels;A;21110;;
4273;Fabricage van borstels;fabricage van borstels;D;94290;;
4274;Fabricage van manden en mandenwerk.;fabricage van manden en mandenwerk;A;21110;;
4275;Fabricage van manden en mandenwerk.;fabricage van manden en mandenwerk;D;94220;;
4276;Stoelenmatters;stoelenmatters;D;94250;;
4277;Totaal voor V;totaal voor v;A;;;
4278;Totaal voor V;totaal voor v;B;;;
4279;Totaal voor V;totaal voor v;C;;;
4280;Totaal voor V;totaal voor v;D;;;
4281;Totaal voor groep V;totaal voor groep v;;;;
4282;Kleeding en reiniging. ;kleeding en reiniging;;;;
4283;Kleeding, bedden haarwerk.;kleeding bedden haarwerk;;;;
4284;Costumiers (makers van costumen);costumiers makers van costumen;A;79510;;
4285;Kleermakers;kleermakers;A;79100;;
4286;Kleermakers;kleermakers;D;79100;;
4287;Modisten;modisten;A;79510;;
4288;Modisten;modisten;D;79510;;
4289;Naaister;naaister;A;79510;;
4290;Naaister;naaister;D;79510;;
4291;Reiniging, bleekerij, ververij.;reiniging bleekerij ververij;;;;
4292;Barbiers;barbiers;A;57030;;
4293;Barbiers;barbiers;D;57030;;
4294;Stoffenververs;stoffenververs;A;75625;;
4295;Waschlieden;waschlieden;A;56010;;
4296;Totaal voor VI;totaal voor vi;A;;;
4297;Totaal voor VI;totaal voor vi;B;;;
4298;Totaal voor VI;totaal voor vi;C;;;
4299;Totaal voor VI;totaal voor vi;D;;;
4300;Totaal voor groep VII;totaal voor groep vii;;;;
4301;Kunstnijverheid.;kunstnijverheid;;;;
4302;Naaldwerk en andere.;naaldwerk en andere;;;;
4303;Borduursters;borduursters;A;79565;;
4304;Totaal voor VII;totaal voor vii;A;;;
4305;Totaal voor VII;totaal voor vii;B;;;
4306;Totaal voor VII;totaal voor vii;C;;;
4307;Totaal voor VII;totaal voor vii;D;;;
4308;Totaal voor groep VII;totaal voor groep vii;;;;
4309;Leder, wasdoek, caoutchouc, enz.;leder wasdoek caoutchouc enz;;;;
4310;Leder.;leder;;;;
4311;Fabricage van schoenen (Schoenmakers);fabricage van schoenen schoenmakers;A;21110;;
4312;Fabricage van schoenen (Schoenmakers);fabricage van schoenen schoenmakers;D;80200;;
4313;Zadelmakers;zadelmakers;A;80320;;
4314;Zadelmakers;zadelmakers;D;80320;;
4315;Totaal voor VIII;totaal voor viii;A;;;
4316;Totaal voor VIII;totaal voor viii;B;;;
4317;Totaal voor VIII;totaal voor viii;C;;;
4318;Totaal voor VIII;totaal voor viii;D;;;
4319;Totaal voor groep VIII;totaal voor groep viii;;;;
4320;Metalen. (bewerking van);metalen bewerking van;;;;
4321;Niet-edele metalen (behalve ijzer).;nietedele metalen behalve ijzer;;;;
4322;Koperslagers;koperslagers;A;87330;;
4323;Koperslagers;koperslagers;D;87330;;
4324;ijzer en staal.;ijzer en staal;;;;
4325;Smeden en slotenmakers;smeden en slotenmakers;A;83110;;
4326;Smeden en slotenmakers;smeden en slotenmakers;B;83110;;
4327;Smeden en slotenmakers;smeden en slotenmakers;D;83110;;
4328;Totaal voor X;totaal voor x;A;;;
4329;Totaal voor X;totaal voor x;B;;;
4330;Totaal voor X;totaal voor x;C;;;
4331;Totaal voor X;totaal voor x;D;;;
4332;Totaal voor groep X;totaal voor groep x;;;;
4333;Scheepsbouw, vervaardiging van rijtuigen enz.;scheepsbouw vervaardiging van rijtuigen enz;;;;
4334;S cheepsbouw (incl. marineinichtingen).;s cheepsbouw incl marineinichtingen;;;;
4335;Scheepmakers;scheepmakers;A;95440;;
4336;Scheepmakers;scheepmakers;D;95440;;
4337;Rijtuigen enz.;rijtuigen enz;;;;
4338;Fabricage van wagens (wagenmakers).;fabricage van wagens wagenmakers;A;21110;;
4339;Fabricage van wagens (wagenmakers).;fabricage van wagens wagenmakers;D;81925;;
4340;Totaal voor XII;totaal voor xii;A;;;
4341;Totaal voor XII;totaal voor xii;B;;;
4342;Totaal voor XII;totaal voor xii;C;;;
4343;Totaal voor XII;totaal voor xii;D;;;
4344;Totaal voor groep XII;totaal voor groep xii;;;;
4345;"Stoom- en andere werktuigen; toestellen, instrumenten, oorlogmaterieel enz.";stoom en andere werktuigen toestellen instrumenten oorlogmaterieel enz;;;;
4346;Instrumenten.;instrumenten;;;;
4347;Fabricage van klokken;fabricage van klokken;A;21110;;
4348;Horlogemakers;horlogemakers;A;84222;;
4349;Horlogemakers;horlogemakers;D;84222;;
4350;Totaal voor XIII;totaal voor xiii;A;;;
4351;Totaal voor XIII;totaal voor xiii;B;;;
4352;Totaal voor XIII;totaal voor xiii;C;;;
4353;Totaal voor XIII;totaal voor xiii;D;;;
4354;Totaal voor groep XIII;totaal voor groep xiii;;;;
4355;Textiel nijverheid.;textiel nijverheid;;;;
4356;Zeilmakerij en Touwslagerij;zeilmakerij en touwslagerij;;;;
4357;Fabricage van touw;fabricage van touw;A;21110;;
4358;Zeimakers;zeimakers;A;79920;;
4359;Zeilmakers;zeilmakers;B;79920;;
4360;Zeilmakers;zeilmakers;D;79920;;
4361;Totaal voor XIV;totaal voor xiv;A;;;
4362;Totaal voor XIV;totaal voor xiv;B;;;
4363;Totaal voor XIV;totaal voor xiv;C;;;
4364;Totaal voor XIV;totaal voor xiv;D;;;
4365;Totaal voor groep XIV;totaal voor groep xiv;;;;
4366;Verlichting enz. (incl. gemeentelijke gasfabrieken).;verlichting enz incl gemeentelijke gasfabrieken;;;;
4367;Fabricage van gas;fabricage van gas;B;21110;;
4368;Fabricage van gas;fabricage van gas;D;74925;;
4369;Gasfitters;gasfitters;D;87120;;
4370;Totaal voor XV;totaal voor xv;A;;;
4371;Totaal voor XV;totaal voor xv;B;;;
4372;Totaal voor XV;totaal voor xv;C;;;
4373;Totaal voor XV;totaal voor xv;D;;;
4374;Totaal voor groep XV;totaal voor groep xv;;;;
4375;Voedings- en genotmiddelen.;voedings en genotmiddelen;;;;
4376;Grutterij, meelmolens, enz.;grutterij meelmolens enz;;;;
4377;Grutters;grutters;A;41030;;
4378;Grutters;grutters;D;41030;;
4379;Molenaars (meel-, rijst-, enz.);molenaars meel rijst enz;A;77120;;
4380;Bakkerijen (brood-, banket-, suiker-, enz.);bakkerijen brood banket suiker enz;;;;
4381;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
4382;Brood- en beschuitbakkers;brood en beschuitbakkers;B;77610;;
4383;Brood- en beschuitbakkers;brood en beschuitbakkers;C;77610;;
4384;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
4385;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
4386;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
4387;Vleeschbewerkin.;vleeschbewerkin;;;;
4388;Vleeschhouwers;vleeschhouwers;A;77330;;
4389;Vleeschhouwers;vleeschhouwers;D;77330;;
4390;Vischbewerking;vischbewerking;;;;
4391;Vischrookers;vischrookers;A;77460;;
4392;Vruchtensappen, mineraalwater, ijsberijding.;vruchtensappen mineraalwater ijsberijding;;;;
4393;Fabricage van nineralen wateren;fabricage van nineralen wateren;D;77890;;
4394;Fabricage van vruchtensappen;fabricage van vruchtensappen;C;77880;;
4395;Fabricage van vruchtensappen;fabricage van vruchtensappen;D;77880;;
4396;Tabakverwerking.;tabakverwerking;;;;
4397;Fabricage van sigaren en tabak ;fabricage van sigaren en tabak;A;21110;;
4398;Fabricage van sigaren en tabak ;fabricage van sigaren en tabak;D;78100;;
4399;totaal voor XVI;totaal voor xvi;A;;;
4400;totaal voor XVI;totaal voor xvi;B;;;
4401;totaal voor XVI;totaal voor xvi;C;;;
4402;totaal voor XVI;totaal voor xvi;D;;;
4403;totaal voor groep XVI;totaal voor groep xvi;;;;
4404;Land- of akkerbouw.;land of akkerbouw;;;;
4405;Landbouwers;landbouwers;A;61220;;
4406;Landbouwers;landbouwers;D;61220;;
4407;Veeteelt, (incl. alle dieren-, paardenfokkerij, vogelteelt, enz.).;veeteelt incl alle dieren paardenfokkerij vogelteelt enz;;;;
4408;Eendenkooihouders;eendenkooihouders;A;64960;11;
4409;Veehouders (melkboeren);veehouders melkboeren;A;61240;11;
4410;Veehouders (melkboeren);veehouders melkboeren;D;61240;11;
4411;Tuinbouw, warmoezerij, ooft- en bloemkwekerij (incl.bollencultuur).;tuinbouw warmoezerij ooft en bloemkwekerij incl bollencultuur;;;;
4412;Bloembollenkwekers;bloembollenkwekers;A;61270;;
4413;Tuinlieden (warmoezaaiers);tuinlieden warmoezaaiers;A;61270;;
4414;Tuinlieden (warmoezaaiers);tuinlieden warmoezaaiers;D;61270;;
4415;totaal voor XVII;totaal voor xvii;A;;;
4416;totaal voor XVII;totaal voor xvii;B;;;
4417;totaal voor XVII;totaal voor xvii;C;;;
4418;totaal voor XVII;totaal voor xvii;D;;;
4419;totaal voor groep XVII;totaal voor groep xvii;;;;
4420;Visscherij (incl.vischkweekerij) en jacht.;visscherij incl vischkweekerij en jacht;;;;
4421;Zeevisschers;zeevisschers;A;;;
4422;Zeevisschers;zeevisschers;D;;;
4423;totaal voor XVIII;totaal voor xviii;A;;;
4424;totaal voor XVIII;totaal voor xviii;B;;;
4425;totaal voor XVIII;totaal voor xviii;C;;;
4426;totaal voor XVIII;totaal voor xviii;D;;;
4427;totaal voor groep XVIII;totaal voor groep xviii;;;;
4428;Warenhandel.;warenhandel;;;;
4429;Handel in gronstoffen.;handel in gronstoffen;;41020;;
4430;Arbeiders;arbeiders;D;99900;32;
4431;Kooplieden;kooplieden;A;41025;;
4432;Winkeliers;winkeliers;A;41030;11;
4433;Winkeliers;winkeliers;B;41030;11;
4434;Handel in voorwerpen van kleeding.;handel in voorwerpen van kleeding;;41025;;
4435;Kooplieden;kooplieden;A;41025;;
4436;Winkeliers;winkeliers;A;41030;11;
4437;Winkelbedienden;winkelbedienden;C;45130;33;
4438;Handel in voorwerpen van voeding en genot.;handel in voorwerpen van voeding en genot;;41025;;
4439;Arbeiders;arbeiders;D;99900;32;
4440;Broodventers;broodventers;D;45220;;
4441;Kooplieden;kooplieden;A;41025;;
4442;Winkeliers;winkeliers;A;41030;11;
4443;Winkeliers;winkeliers;B;41030;11;
4444;Winkelbedienden;winkelbedienden;C;45130;33;
4445;Handel in voorwerpen van woning.;handel in voorwerpen van woning;;44130;;
4446;Kooplieden;kooplieden;A;41025;;
4447;Winkeliers;winkeliers;A;41030;11;
4448;Handel in boek- en kunstwerken.;handel in boek en kunstwerken;;41030;;
4449;Winkeliers;winkeliers;A;41030;11;
4450;Winkelbedienden;winkelbedienden;C;45130;33;
4451;Handel in luxe artikelen.;handel in luxe artikelen;;41025;;
4452;kooplieden;kooplieden;A;41025;;
4453;Winkeliers;winkeliers;A;41030;11;
4454;Handel in levend vee en gevogelte.;handel in levend vee en gevogelte;;41025;;
4455;Kooplieden;kooplieden;A;41025;;
4456;Handel in andere waren.;handel in andere waren;;41025;;
4457;Kooplieden;kooplieden;A;41025;;
4458;Kramers en rondventers;kramers en rondventers;A;45220;;
4459;Kramers en rondventers;kramers en rondventers;D;45220;;
4460;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;D;97145;33;
4461;Tagrijnen;tagrijnen;A;42220;;
4462;Water- en vuurverkopers;water en vuurverkopers;A;45220;;
4463;Winkelbedienden;winkelbedienden;C;45130;33;
4464;totaal voor XIX;totaal voor xix;A;;;
4465;totaal voor XIX;totaal voor xix;B;;;
4466;totaal voor XIX;totaal voor xix;C;;;
4467;totaal voor XIX;totaal voor xix;D;;;
4468;totaal voor groep XIX;totaal voor groep xix;;;;
4469;Verkeerswezen.;verkeerswezen;;;;
4470;Spoor en tram.;spoor en tram;;;;
4471;Arbeider ;arbeider;D;99900;32;
4472;Beambten;beambten;C;30000;;
4473;Beambten;beambten;D;30000;;
4474;Directeuren;directeuren;B;21110;;
4475;Koetsiers;koetsiers;D;98620;;
4476;Andere vervoermiddelen te land.;andere vervoermiddelen te land;;;;
4477;Huurkoetsiers;huurkoetsiers;A;98620;;
4478;Voerlieden;voerlieden;A;98500;;
4479;Voerlieden;voerlieden;D;98500;;
4480;Zeevaart.;zeevaart;;;;
4481;Machinisten;machinisten;C;98320;;
4482;Matrozen;matrozen;D;98135;;
4483;Binnenscheepvaart.;binnenscheepvaart;;;;
4484;Commissarissen van beurtveeren;commissarissen van beurtveeren;B;31090;;
4485;Gezagvoerders;gezagvoerders;B;04217;;
4486;Matrozen;matrozen;D;98135;;
4487;Schippers;schippers;A;04217;;
4488;Schippers;schippers;B;04217;;
4489;Schippers;schippers;D;04217;;
4490;Stuurlieden;stuurlieden;C;04230;;
4491;Veerlieden;veerlieden;A;04220;;
4492;Posterij, telegrapie, telephonie.;posterij telegrapie telephonie;;;;
4493;Brievenbestellers;brievenbestellers;D;37030;;
4494;Postambtenaren en beambten;postambtenaren en beambten;C;37000;;
4495;Telegraphieambtenaren en beambten;telegraphieambtenaren en beambten;B;38040;;
4496;Expeditie, vrachters, bestellers, sjouwerlieden enz.;expeditie vrachters bestellers sjouwerlieden enz;;97125;;
4497;bestelhuishouders en dienstverrichtingen;bestelhuishouders en dienstverrichtingen;D;21970;11;
4498;Expediteurs;expediteurs;A;39120;;
4499;Kruiers;kruiers;D;97190;;
4500;Loopknechts en pakkendragers;loopknechts en pakkendragers;D;37040;33;
4501;sjouwerlieden;sjouwerlieden;D;97125;;
4502;Logenment- en koffiehuishouderij, tapperij, enz.;logenment en koffiehuishouderij tapperij enz;;;;
4503;Hôtel- en logementhouders;hôtel en logementhouders;A;51020;11;
4504;koffiehuishouders;koffiehuishouders;A;51050;11;
4505;kellners en kellnerinnen;kellners en kellnerinnen;D;53210;;
4506;Tappers (incl. herbergiers);tappers incl herbergiers;A;51050;;
4507;Andere bedrijven.;andere bedrijven;;;;
4508;Boden (geen beamten in openbare dienst);boden geen beamten in openbare dienst;D;37040;;
4509;Hofmeester op schepen;hofmeester op schepen;C;22450;21;
4510;Totaal voor XX;totaal voor xx;A;;;
4511;Totaal voor XX;totaal voor xx;B;;;
4512;Totaal voor XX;totaal voor xx;C;;;
4513;Totaal voor XX;totaal voor xx;D;;;
4514;Totaal voor groep XX;totaal voor groep xx;;;;
4515;Crediet- en bankwezen.;crediet en bankwezen;;;;
4516;Beleenbankhouders en personeel aan banken van leening (ook gemeentelijke);beleenbankhouders en personeel aan banken van leening ook gemeentelijke;C;33140;;
4517;Totaal voor XXI;totaal voor xxi;A;;;
4518;Totaal voor XXI;totaal voor xxi;B;;;
4519;Totaal voor XXI;totaal voor xxi;C;;;
4520;Totaal voor XXI;totaal voor xxi;D;;;
4521;Totaal voor groep XXI;totaal voor groep xxi;;;;
4522;Verzekeringswezen;verzekeringswezen;;;;
4523;Levensverzekering.;levensverzekering;;;;
4524;Agenten;agenten;B;44120;;
4525;Andere verzekeringen.;andere verzekeringen;;;;
4526;Agenten;agenten;B;44120;;
4527;Totaal voor XXII;totaal voor xxii;A;;;
4528;Totaal voor XXII;totaal voor xxii;B;;;
4529;Totaal voor XXII;totaal voor xxii;C;;;
4530;Totaal voor XXII;totaal voor xxii;;;;
4531;Tusschenhandel (commissie handel, kassierderij, makelaardij).;tusschenhandel commissie handel kassierderij makelaardij;;;;
4532;Voorwerpen van voeding en genot.;voorwerpen van voeding en genot;;;;
4533;Commissionairs;commissionairs;B;42230;;
4534;Andere waren.;andere waren;;;;
4535;commissionairs in effecten;commissionairs in effecten;B;42230;;
4536;Totaal voor XXIII;totaal voor xxiii;A;;;
4537;Totaal voor XXIII;totaal voor xxiii;B;;;
4538;Totaal voor XXIII;totaal voor xxiii;C;;;
4539;Totaal voor XXIII;totaal voor xxiii;;;;
4540;Hulpbedrijven van den handel;hulpbedrijven van den handel;;;;
4541;Voorwerpen van voeding en genot.;voorwerpen van voeding en genot;;;;
4542;Graanfactoren;graanfactoren;A;41020;;
4543;Totaal voor XXIV;totaal voor xxiv;A;;;
4544;Totaal voor XXIV;totaal voor xxiv;B;;;
4545;Totaal voor XXIV;totaal voor xxiv;C;;;
4546;Totaal voor XXIV;totaal voor xxiv;D;;;
4547;totaal voor groep XXIV;totaal voor groep xxiv;;;;
4548;Vrije beroepen;vrije beroepen;;19990;;
4549;a. Geneeskundigen;a geneeskundigen;;06105;;
4550;b. Vroedvrouwen;b vroedvrouwen;;07310;;
4551;c. Bakers;c bakers;;07410;;
4552;d. Veeartsen;d veeartsen;;06510;;
4553;g. Kunstenaars en letterkundigen;g kunstenaars en letterkundigen;;16000;;
