ID;BEROEP;ALTBEROEP;POSITIE;HISCO;STATUS;REL
3748;Ziekenoppassers (buiten in gestichten);ziekenoppassers buiten in gestichten;;07110;;
3749;Totaal voor groep XXVII;totaal voor groep xxvii;;;;
3750;Huiselijke diensten (huis- en stal-bedienden e.d.);huiselijke diensten huis en stalbedienden e d;;54020;;
3751;Dienstboden;dienstboden;;54020;;
3752;Huisbewaarders;huisbewaarders;;55120;;
3753;Huishoudsters;huishoudsters;;22430;;
3754;Koetsiers (heerendienst);koetsiers heerendienst;;98620;;
3755;Portiers (niet in openbaren dienst);portiers niet in openbaren dienst;;59990;;
3756;Schoonmaaksters;schoonmaaksters;;55220;;
3757;Stalknechts;stalknechts;;62400;33;
3758;Totaal voor groep XXVIII;totaal voor groep xxviii;;;;
3759;Losse werklieden en andere niet in een bepaald beroep arbeidenden.;losse werklieden en andere niet in een bepaald beroep arbeidenden;;99920;;
3760;Arbeiders zonder bepaald beroep (losse);arbeiders zonder bepaald beroep losse;;99920;32;
3761;Totaal voor groep XXIX;totaal voor groep xxix;;;;
3762;In dienst van den Staat (excl. Posterij,telegraphie, telephonie, landsdrukkerij en ander nijverheidsbedrijf.);in dienst van den staat excl posterij telegraphie telephonie landsdrukkerij en ander nijverheidsbedrijf;;31000;;
3763;Rechts- en politiewezen (incl. no-tariaat);rechts en politiewezen incl notariaat;;;;
3764;Onderwijs (toezicht, onderwijzend personeel);onderwijs toezicht onderwijzend personeel;;13000;;
3765;Financiewezen (Rekenkamer, belastingen, kadaster,muntwezen, enz.);financiewezen rekenkamer belastingen kadaster muntwezen enz;;;;
3766;Waterstaat;waterstaat;;;;
3767;Andere ambten of bedieningen;andere ambten of bedieningen;;14190;;
3768;Totaal voor groep XXX;totaal voor groep xxx;;;;
3769;In dienst van eene gemeente (excl. Gasfabrieken, dienst der openbare werken en ander nijverheidsbedrijf.);in dienst van eene gemeente excl gasfabrieken dienst der openbare werken en ander nijverheidsbedrijf;;31000;;
3770;Gemeente-secretariën (incl. burgemeesters);gemeentesecretariën incl burgemeesters;;31000;;
3771;Politie en brandweer;politie en brandweer;;58220;;
3772;Financiën en belastingen;financiën en belastingen;;;;
3773;Onderwijs (toezicht, onderwijzend personeel);onderwijs toezicht onderwijzend personeel;;13000;;
3774;Andere ambten of bedieningen;andere ambten of bedieningen;;14190;;
3775;Totaal voor groep XXXII;totaal voor groep xxxii;;;;
3776;In dienst van een waterschap.;in dienst van een waterschap;;20110;;
3777;In dienst van een waterschap.;in dienst van een waterschap;;20110;;
3778;Totaal voor groep XXXIII;totaal voor groep xxxiii;;;;
3779;In dienst van een kerkgenootschap of kerkelijke gezindte.;in dienst van een kerkgenootschap of kerkelijke gezindte;;14990;;
3780;Bedienaren van den godsdienst.;bedienaren van den godsdienst;;14190;;
3781;Geestelijken protestant;geestelijken protestant;;14190;;
3782;Geestelijken katholiek;geestelijken katholiek;;14190;;
3783;Geestelijken andere gezindten;geestelijken andere gezindten;;14190;;
3784;Godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen.;godsdienstonderwijzers en andere daarmede in rang gelijk te stellen betrekkingen;;13290;;
3785;Godsdienstonderwijzers protestant;godsdienstonderwijzers protestant;;13290;;
3786;Godsdienstonderwijzers israëliet;godsdienstonderwijzers israëliet;;13290;;
3787;Andere ambten of bedieningen.;andere ambten of bedieningen;;14190;;
3788;Andere ambten protestant;andere ambten protestant;;14190;;
3789;Andere ambten katholiek;andere ambten katholiek;;14190;;
3790;Andere ambten andere gezindten;andere ambten andere gezindten;;14190;;
3791;Totaal voor groep XXXIV;totaal voor groep xxxiv;;;;
3792;Gepensioneerden (uit openbare,kerkelijke of particuliere kassen).;gepensioneerden uit openbare kerkelijke of particuliere kassen;;-1;;21
3793;Gepensioneerden (uit alle kassen);gepensioneerden uit alle kassen;;-1;;21
3794;Totaal voor groep XXXV;totaal voor groep xxxv;;;;
3795;RECAPITULATIE;recapitulatie;;;;
3796;I-XXIV;ixxiv;A;;;
3797;I-XXIV;ixxiv;B;;;
3798;I-XXIV;ixxiv;C;;;
3799;I-XXIV;ixxiv;D;;;
3800;XXV-XXXV;xxvxxxv;;;;
3801;Zonder beroep;zonder beroep;;-2;;
3802;Totaal;totaal;;;;
3803;Boek- en steendrukkerij, hout-, koper-, staalgravure, photo- graphie, enz.;boek en steendrukkerij hout koper staalgravure photo graphie enz;;;;
3804;Boekdrukkerij, lettervervaaardiging, enz. (incl. Landsdrukkerij).;boekdrukkerij lettervervaaardiging enz incl landsdrukkerij;;;;
3805;Boekbinders;boekbinders;A;92625;;
3806;Boekdrukkers;boekdrukkers;A;92110;;
3807;Boekdrukkers;boekdrukkers;D;92110;;
3808;Letterzetters;letterzetters;D;92120;;
3809;Photographie, enz.;photographie enz;;;;
3810;Photografen;photografen;A;16310;;
3811;Totaal voor II;totaal voor ii;A;;;
3812;Totaal voor II;totaal voor ii;B;;;
3813;Totaal voor II;totaal voor ii;C;;;
3814;Totaal voor II;totaal voor ii;D;;;
3815;Totaal voor groep II;totaal voor groep ii;;;;
3816;"Bouwbedrijven (incl. reiniging van gebouwen en aanleggen, onderhouden en reinigen van wegen en straten; ook gemeentelijke dienst.)";bouwbedrijven incl reiniging van gebouwen en aanleggen onderhouden en reinigen van wegen en straten ook gemeentelijke dienst;;;;
3817;Bouw van huizen, molens, enz.;bouw van huizen molens enz;;95000;;
3818;Loodgieters;loodgieters;A;87105;;
3819;Loodgieters;loodgieters;D;87105;;
3820;Metselaars;metselaars;A;95120;;
3821;Metselaars;metselaars;D;95120;;
3822;Timmerlieden;timmerlieden;A;95410;;
3823;Timmerlieden;timmerlieden;B;95410;;
3824;Timmerlieden;timmerlieden;C;95410;;
3825;Timmerlieden;timmerlieden;D;95410;;
3826;Afwerken van huizen, enz.;afwerken van huizen enz;;95000;;
3827;Behangers;behangers;A;95925;;
3828;Behangers;behangers;D;95925;;
3829;Huisschilders;huisschilders;A;93120;;
3830;Huisschilders;huisschilders;C;93120;;
3831;Huisschilders;huisschilders;D;93120;;
3832;Stukadoors;stukadoors;D;95510;;
3833;Openbare werken.;openbare werken;;;;
3834;Aardwerkers;aardwerkers;D;89200;32;
3835;Dijkwerkers;dijkwerkers;D;97415;32;
3836;Polderwerkers;polderwerkers;D;97415;32;
3837;Straatmakers;straatmakers;D;95160;;
3838;Reinigen van bouwwerken, wegen en straten.;reinigen van bouwwerken wegen en straten;;;;
3839;Baggerlieden;baggerlieden;D;97415;;
3840;Openbare reiniging;openbare reiniging;D;55220;;
3841;Straatvegers;straatvegers;D;99910;;
3842;Totaal voor III;totaal voor iii;A;;;
3843;Totaal voor III;totaal voor iii;B;;;
3844;Totaal voor III;totaal voor iii;C;;;
3845;Totaal voor III;totaal voor iii;D;;;
3846;Totaal voor groep III;totaal voor groep iii;;;;
3847;Chemische nijverheid, meststoffen, ontplofbare stoffen, verstoffen enz.;chemische nijverheid meststoffen ontplofbare stoffen verstoffen enz;;;;
3848;Chemische nijverheid (incl. apotheken).;chemische nijverheid incl apotheken;;;;
3849;Apothekers;apothekers;A;06710;;
3850;Apothekers;apothekers;B;06710;;
3851;Apothekers (bedienden);apothekers bedienden;C;06810;;
3852;Totaal voor IV;totaal voor iv;A;;;
3853;Totaal voor IV;totaal voor iv;B;;;
3854;Totaal voor IV;totaal voor iv;C;;;
3855;Totaal voor IV;totaal voor iv;D;;;
3856;Totaal voor groep IV;totaal voor groep iv;;;;
3857;Hout-, kurk-, stroobewerking, snij- en draaiwerk van verschillende stoffen, enz.;hout kurk stroobewerking snij en draaiwerk van verschillende stoffen enz;;;;
3858;Hout.;hout;;;;
3859;Doodkistenmakers;doodkistenmakers;D;81990;;
3860;Houtzagers;houtzagers;D;81225;;
3861;Kuipers;kuipers;A;81930;;
3862;Kuipers;kuipers;D;81930;;
3863;"Kurk-, stroo-, borstelwerk; vlecht-werk van verschillende stoffen.";kurk stroo borstelwerk vlechtwerk van verschillende stoffen;;;;
3864;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;A;21110;;
3865;Fabricage van manden en mandenwerk;fabricage van manden en mandenwerk;D;94220;;
3866;Stoelenmatters;stoelenmatters;D;94250;;
3867;Totaal voor V;totaal voor v;A;;;
3868;Totaal voor V;totaal voor v;B;;;
3869;Totaal voor V;totaal voor v;C;;;
3870;Totaal voor V;totaal voor v;D;;;
3871;Totaal voor groep V;totaal voor groep v;;;;
3872;Kleeding en Reiniging.;kleeding en reiniging;;;;
3873;Kleeding, bedden, haarwerk.;kleeding bedden haarwerk;;;;
3874;Kleermakers;kleermakers;A;79100;;
3875;Kleermakers;kleermakers;D;79100;;
3876;Modisten;modisten;A;79510;;
3877;Naaisters;naaisters;A;79510;;
3878;Naaisters;naaisters;D;79510;;
3879;Reiniging, bleekerij, ververij.;reiniging bleekerij ververij;;;;
3880;Barbiers;barbiers;A;57030;;
3881;Stoffenververs;stoffenververs;A;75625;;
3882;Totaal voor VI;totaal voor vi;A;;;
3883;Totaal voor VI;totaal voor vi;B;;;
3884;Totaal voor VI;totaal voor vi;C;;;
3885;Totaal voor VI;totaal voor vi;D;;;
3886;Totaal voor groep VI;totaal voor groep vi;;;;
3887;Leder, wasdoek, caoutchouc,enz.;leder wasdoek caoutchouc enz;;;;
3888;Leder.;leder;;;;
3889;Fabricage van schoenen (schoenmakers);fabricage van schoenen schoenmakers;A;21110;;
3890;Fabricage van schoenen (schoenmakers);fabricage van schoenen schoenmakers;D;80200;;
3891;Koffermakers;koffermakers;A;80310;;
3892;Koffermakers;koffermakers;D;80310;;
3893;Zadelmakers;zadelmakers;A;80320;;
3894;Zadelmakers;zadelmakers;D;80320;;
3895;Totaal voor VIII;totaal voor viii;A;;;
3896;Totaal voor VIII;totaal voor viii;B;;;
3897;Totaal voor VIII;totaal voor viii;C;;;
3898;Totaal voor VIII;totaal voor viii;D;;;
3899;Totaal voor groep VIII;totaal voor groep viii;;;;
3900;Metalen (winnen en eerste bewerking van) Steenkolen, Turf, Zout, enz.;metalen winnen en eerste bewerking van steenkolen turf zout enz;;;;
3901;Zoutbewerking.;zoutbewerking;;;;
3902;Zoutzieders;zoutzieders;A;74470;;
3903;Zoutzieders;zoutzieders;D;74470;;
3904;Totaal voor IX;totaal voor ix;A;;;
3905;Totaal voor IX;totaal voor ix;B;;;
3906;Totaal voor IX;totaal voor ix;C;;;
3907;Totaal voor IX;totaal voor ix;D;;;
3908;Totaal voor groep IX;totaal voor groep ix;;;;
3909;Metalen (bewerking van);metalen bewerking van;;;;
3910;Edele metalen en munten.;edele metalen en munten;;;;
3911;Goudsmeden;goudsmeden;A;88050;;
3912;Goudsmeden;goudsmeden;D;88050;;
3913;Niet-edele metalen (behalve ijzer.);nietedele metalen behalve ijzer;;;;
3914;Koperslagers;koperslagers;A;87330;;
3915;Koperslagers;koperslagers;D;87330;;
3916;Ijzer en staal. ;ijzer en staal;;;;
3917;Smeden en slotenmakers;smeden en slotenmakers;A;83110;;
3918;Smeden en slotenmakers;smeden en slotenmakers;D;83110;;
3919;Totaal voor X;totaal voor x;A;;;
3920;Totaal voor X;totaal voor x;B;;;
3921;Totaal voor X;totaal voor x;C;;;
3922;Totaal voor X;totaal voor x;D;;;
3923;Totaal voor groep X;totaal voor groep x;;;;
3924;Scheepsbouw, vervaardiging van rijtuigen enz.;scheepsbouw vervaardiging van rijtuigen enz;;;;
3925;Scheepsbouw (incl. marine-inrichtingen).;scheepsbouw incl marineinrichtingen;;;;
3926;Scheepmakers;scheepmakers;A;95440;;
3927;Scheepmakers;scheepmakers;D;95440;;
3928;Rijtuigen, enz.;rijtuigen enz;;;;
3929;Fabricage van wagens (wagenmakers).;fabricage van wagens wagenmakers;A;21110;;
3930;Fabricage van wagens (wagenmakers).;fabricage van wagens wagenmakers;D;81925;;
3931;Totaal voor XII;totaal voor xii;A;;;
3932;Totaal voor XII;totaal voor xii;B;;;
3933;Totaal voor XII;totaal voor xii;C;;;
3934;Totaal voor XII;totaal voor xii;D;;;
3935;Totaal voor groep XII;totaal voor groep xii;;;;
3936;Stoom- en andere werktuigen, toestellen, instrumenten, oorlogsmaterieel enz.;stoom en andere werktuigen toestellen instrumenten oorlogsmaterieel enz;;;;
3937;Instrumenten.;instrumenten;;;;
3938;Horlogemakers;horlogemakers;A;84222;;
3939;Horlogemakers;horlogemakers;C;84222;;
3940;Totaal voor XIII;totaal voor xiii;A;;;
3941;Totaal voor XIII;totaal voor xiii;B;;;
3942;Totaal voor XIII;totaal voor xiii;C;;;
3943;Totaal voor XIII;totaal voor xiii;D;;;
3944;Totaal voor groep XIII;totaal voor groep xiii;;;;
3945;Textiele nijverheid.;textiele nijverheid;;;;
3946;Zeilmakerij en touwslagerij.;zeilmakerij en touwslagerij;;;;
3947;Fabricage van netten;fabricage van netten;B;21110;;
3948;Fabricage van touw;fabricage van touw;A;21110;;
3949;Fabricage van touw;fabricage van touw;C;75710;;
3950;Fabricage van touw;fabricage van touw;D;75710;;
3951;Fabricage van zeildoek;fabricage van zeildoek;C;79920;;
3952;Fabricage van zeildoek;fabricage van zeildoek;D;79920;;
3953;Zeilmakers;zeilmakers;A;79920;;
3954;Zeilmakers;zeilmakers;D;79920;;
3955;Totaal voor XIV;totaal voor xiv;A;;;
3956;Totaal voor XIV;totaal voor xiv;B;;;
3957;Totaal voor XIV;totaal voor xiv;C;;;
3958;Totaal voor XIV;totaal voor xiv;D;;;
3959;Totaal voor groep XIV;totaal voor groep xiv;;;;
3960;Verlichting, olie, vet, zeep, enz.;verlichting olie vet zeep enz;;;;
3961;Verlichting enz. (incl. gemeente gasfabrieken).;verlichting enz incl gemeente gasfabrieken;;;;
3962;Fabricage van gas;fabricage van gas;D;74925;;
3963;Gasfitters;gasfitters;D;87120;;
3964;Totaal voor XV;totaal voor xv;A;;;
3965;Totaal voor XV;totaal voor xv;B;;;
3966;Totaal voor XV;totaal voor xv;C;;;
3967;Totaal voor XV;totaal voor xv;D;;;
3968;Totaal voor groep XV;totaal voor groep xv;;;;
3969;Voedings-en genotmiddelen.;voedingsen genotmiddelen;;;;
3970;Grutterijen, meelmolens, enz.;grutterijen meelmolens enz;;;;
3971;Grutters;grutters;A;41030;;
3972;Grutters;grutters;D;41030;;
3973;Molenaars (meel, rijst-, enz.);molenaars meel rijst enz;A;77120;;
3974;Molenaars (meel, rijst-, enz.);molenaars meel rijst enz;D;77120;;
3975;Bakkerijen (brood-, banket-, suiker-, enz.);bakkerijen brood banket suiker enz;;;;
3976;Brood- en beschuitbakkers;brood en beschuitbakkers;A;77610;;
3977;Brood- en beschuitbakkers;brood en beschuitbakkers;D;77610;;
3978;Koek- en banketbakkers;koek en banketbakkers;A;77630;;
3979;Koek- en banketbakkers;koek en banketbakkers;D;77630;;
3980;Koks en kooksters;koks en kooksters;D;53100;;
3981;Vleeschbewerking.;vleeschbewerking;;;;
3982;Spekslagers;spekslagers;A;77390;;
3983;Spekslagers;spekslagers;D;77390;;
3984;Vleeschhouwers;vleeschhouwers;A;77330;;
3985;Vleeschhouwers;vleeschhouwers;D;77330;;
3986;Vischbewerking.;vischbewerking;;;;
3987;Vischdroogers;vischdroogers;D;77440;;
3988;Vischrookers;vischrookers;A;77460;;
3989;Boter- en kaasbereiding.;boter en kaasbereiding;;;;
3990;Fabricage van boter en kaas;fabricage van boter en kaas;A;21110;;
3991;Fabricage van boter en kaas;fabricage van boter en kaas;B;21110;;
3992;Fabricage van boter en kaas;fabricage van boter en kaas;C;77510;;
3993;Fabricage van boter en kaas;fabricage van boter en kaas;D;77510;;
3994;Brouwerij, azijnmakerij, enz.;brouwerij azijnmakerij enz;;;;
3995;Fabricage van azijn;fabricage van azijn;A;21110;;
3996;Tabakbewerking.;tabakbewerking;;;;
3997;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;A;21110;;
3998;Fabricage van sigaren en tabak;fabricage van sigaren en tabak;D;78100;;
3999;Tabakskervers;tabakskervers;A;78155;;
4000;Totaal voor XVI;totaal voor xvi;A;;;
4001;Totaal voor XVI;totaal voor xvi;B;;;
4002;Totaal voor XVI;totaal voor xvi;C;;;
4003;Totaal voor XVI;totaal voor xvi;D;;;
4004;Totaal voor groep XVI;totaal voor groep xvi;;;;
4005;Landbouwbedrijven.;landbouwbedrijven;;;;
4006;Land- of akkerbouw.;land of akkerbouw;;;;
4007;Landbouwers;landbouwers;A;61220;;
4008;Landbouwers;landbouwers;B;61220;;
4009;Landbouwers;landbouwers;D;61220;;
4010;Veeteelt (incl. alle dieren-, paarden- fokkerij, vogelteelt, enz.);veeteelt incl alle dieren paarden fokkerij vogelteelt enz;;;;
4011;Veehouders (melkboeren);veehouders melkboeren;A;61240;11;
4012;Veehouders (melkboeren);veehouders melkboeren;B;61240;11;
4013;Veehouders (melkboeren);veehouders melkboeren;D;61240;11;
4014;Tuinbouw, warmoezerij, ooft- en bloemkweekerij (incl. bollencultuur.);tuinbouw warmoezerij ooft en bloemkweekerij incl bollencultuur;;;;
4015;Bloemisten;bloemisten;A;41030;;
4016;Bloemisten;bloemisten;D;41030;;
4017;Tuinlieden (warmoeziers);tuinlieden warmoeziers;A;61270;;
4018;Tuinlieden (warmoeziers);tuinlieden warmoeziers;D;61270;;
4019;Totaal voor XVII;totaal voor xvii;A;;;
4020;Totaal voor XVII;totaal voor xvii;B;;;
4021;Totaal voor XVII;totaal voor xvii;C;;;
4022;Totaal voor XVII;totaal voor xvii;D;;;
4023;Totaal voor groep XVII;totaal voor groep xvii;;;;
4024;Visscherij (incl. vischkweekerij) en jacht.;visscherij incl vischkweekerij en jacht;;;;
4025;Zeevisscherij.;zeevisscherij;;;;
4026;Zeevisschers;zeevisschers;A;;;
4027;Zeevisschers;zeevisschers;D;;;
4028;Totaal voor XVIII;totaal voor xviii;A;;;
4029;Totaal voor XVIII;totaal voor xviii;B;;;
4030;Totaal voor XVIII;totaal voor xviii;C;;;
4031;Totaal voor XVIII;totaal voor xviii;D;;;
4032;Totaal voor groep XVIII;totaal voor groep xviii;;;;
4033;Warenhandel.;warenhandel;;;;
4034;Handel in grondstoffen.;handel in grondstoffen;;41020;;
4035;Arbeiders;arbeiders;D;99900;32;
4036;Kooplieden;kooplieden;A;41025;;
4037;Winkeliers;winkeliers;A;41030;11;
4038;Handel in voorwerpen van kleedig.;handel in voorwerpen van kleedig;;41025;;
4039;Kooplieden;kooplieden;A;41025;;
4040;Winkeliers;winkeliers;A;41030;11;
4041;Winkelbedienden;winkelbedienden;C;45130;33;
4042;Handel in voorwerpen van voeding en genot.;handel in voorwerpen van voeding en genot;;41025;;
4043;Arbeiders;arbeiders;C;99900;32;
4044;Arbeiders;arbeiders;D;99900;32;
4045;Dêpothouders;dêpothouders;B;45130;11;
4046;Kooplieden;kooplieden;A;41025;;
4047;Winkeliers;winkeliers;A;41030;11;
4048;Winkelbedienden;winkelbedienden;C;45130;33;
4049;Handel in voorwerpen van woning.;handel in voorwerpen van woning;;44130;;
4050;Kooplieden;kooplieden;A;41025;;
4051;Winkeliers;winkeliers;A;41030;11;
4052;Handel in boek- en kusntwerken (incl. dagbladen);handel in boek en kusntwerken incl dagbladen;;41030;;
4053;Uitegevers;uitegevers;A;21110;11;
4054;Winkeliers;winkeliers;A;41030;11;
4055;Handel in luxe artikelen.;handel in luxe artikelen;;41025;;
4056;Kooplieden;kooplieden;B;41025;;
4057;Winkeliers;winkeliers;A;41030;11;
4058;Handel in levend vee en gevogelte;handel in levend vee en gevogelte;;41025;;
4059;Kooplieden;kooplieden;A;41025;;
4060;Handel in andere waren.;handel in andere waren;;41025;;
4061;Arbeiders;arbeiders;D;99900;32;
4062;Kooplieden;kooplieden;A;41025;;
4063;Kramers en rondventers;kramers en rondventers;A;45220;;
4064;Kramers en rondventers;kramers en rondventers;D;45220;;
4065;Magazijn- en pakhuisknechts;magazijn en pakhuisknechts;D;97145;33;
4066;Winkeliers;winkeliers;A;41030;11;
4067;Winkelbedienden;winkelbedienden;C;45130;33;
4068;Totaal voor XIX;totaal voor xix;A;;;
4069;Totaal voor XIX;totaal voor xix;B;;;
4070;Totaal voor XIX;totaal voor xix;C;;;
4071;Totaal voor XIX;totaal voor xix;D;;;
4072;Totaal voor groep XIX;totaal voor groep xix;;;;
4073;Verkeerswezen.;verkeerswezen;;;;
4074;Spoor en tram.;spoor en tram;;;;
4075;Agenten;agenten;B;58940;;
4076;Beambten;beambten;D;30000;;
4077;Andere vervoermiddelen te land.;andere vervoermiddelen te land;;;;
4078;Huurkoetsiers;huurkoetsiers;A;98620;;
4079;Huurkoetsiers;huurkoetsiers;D;98620;;
4080;Voerlieden;voerlieden;A;98500;;
4081;Zeevaart.;zeevaart;;;;
4082;Machinisten (stoomvaart);machinisten stoomvaart;C;98320;;
4083;Matrozen;matrozen;D;98135;;
4084;Binnenscheepvaart.;binnenscheepvaart;;;;
4085;Schippers;schippers;A;04217;;
4086;Schippers;schippers;D;04217;;
4087;Posterij, telegraphie, telephonie.;posterij telegraphie telephonie;;;;
4088;Postambtenaren en beambten;postambtenaren en beambten;B;37000;;
4089;Postambtenaren en beambten;postambtenaren en beambten;C;37000;;
4090;Postambtenaren en beambten;postambtenaren en beambten;D;37000;;
4091;Telegraphieambtenareb en beambten;telegraphieambtenareb en beambten;B;38040;;
4092;Telegraphieambtenareb en beambten;telegraphieambtenareb en beambten;C;38040;;
4093;Telegrambestellers;telegrambestellers;D;37090;;
4094;Expeditie, vrachters, bestellers, sjouwerlieden, enz.;expeditie vrachters bestellers sjouwerlieden enz;;37040;;
4095;Bestelhuishouders en dienstverrichting;bestelhuishouders en dienstverrichting;D;21970;11;
4096;kruiers;kruiers;D;97190;;
4097;Loopknechts en pakkendragers;loopknechts en pakkendragers;D;37040;33;
4098;Sjouwerlieden;sjouwerlieden;D;97125;;
4099;Logement- en koffiehuishouderij, tapperij, enz.;logement en koffiehuishouderij tapperij enz;;;;
4100;Hôtel- en logementhouders;hôtel en logementhouders;A;51020;11;
4101;Koffiehuishouders;koffiehuishouders;A;51050;11;
4102;Kellners en kellnerinnen;kellners en kellnerinnen;D;53210;;
4103;Tappers (incl. herbergiers);tappers incl herbergiers;A;51050;;
4104;Andere bedrijven.;andere bedrijven;;;;
4105;Bodem (geen beambten in openbare dienst);bodem geen beambten in openbare dienst;D;30000;;
4106;Hofmeesters op schepen;hofmeesters op schepen;C;22450;21;
4107;Totaal voor XX;totaal voor xx;A;;;
4108;Totaal voor XX;totaal voor xx;B;;;
4109;Totaal voor XX;totaal voor xx;C;;;
4110;Totaal voor XX;totaal voor xx;D;;;
4111;Totaal voor groep XX;totaal voor groep xx;;;;
4112;Crediet- en Bankwezen.;crediet en bankwezen;;;;
4113;Kassiers;kassiers;B;33135;;
4114;Totaal voor XXI;totaal voor xxi;A;;;
4115;Totaal voor XXI;totaal voor xxi;B;;;
4116;Totaal voor XXI;totaal voor xxi;C;;;
4117;Totaal voor XXI;totaal voor xxi;D;;;
4118;Totaal voor groep XXI;totaal voor groep xxi;;;;
4119;Verzekeringswezen.;verzekeringswezen;;;;
4120;Andere verzekeringen.;andere verzekeringen;;;;
4121;Agenten;agenten;B;44120;;
4122;Totaal voor XXII;totaal voor xxii;A;;;
4123;Totaal voor XXII;totaal voor xxii;B;;;
4124;Totaal voor XXII;totaal voor xxii;C;;;
4125;Totaal voor XXII;totaal voor xxii;D;;;
4126;Totaal voor groep XXII;totaal voor groep xxii;;;;
4127;Tusschenhandel (commissiehandel, kassierderij, makelaardij, enz).;tusschenhandel commissiehandel kassierderij makelaardij enz;;;;
4128;Grondstoffen.;grondstoffen;;;;
4129;Agenten;agenten;B;43200;;
4130;Voorwerpen van woning.;voorwerpen van woning;;;;
4131;Commissionnairs;commissionnairs;B;43230;;
4132;Andere waren.;andere waren;;;;
4133;Debiteurs Staatsloterij.;debiteurs staatsloterij;A;41030;;
4134;Makelaars;makelaars;B;44100;;
4135;Totaal voor XXIII;totaal voor xxiii;A;;;
4136;Totaal voor XXIII;totaal voor xxiii;B;;;
4137;Totaal voor XXIII;totaal voor xxiii;C;;;
4138;Totaal voor groep XXIII;totaal voor groep xxiii;;;;
4139;Hulpbedrijven van den handel.;hulpbedrijven van den handel;;;;
4140;Boek- en kunstwerken (incl. dagbladen).;boek en kunstwerken incl dagbladen;;;;
4141;Colporteurs;colporteurs;C;45220;;
4142;Totaal voor XXIV;totaal voor xxiv;A;;;
4143;Totaal voor XXIV;totaal voor xxiv;B;;;
4144;Totaal voor XXIV;totaal voor xxiv;C;;;
4145;Totaal voor XXIV;totaal voor xxiv;D;;;
4146;Totaal voor groep XXIV;totaal voor groep xxiv;;;;
4147;Vrije beroepen. ;vrije beroepen;;19990;;
4148;a. Geneeskundigen;a geneeskundigen;;06105;;
4149;b. Vroedvrouwen;b vroedvrouwen;;07310;;
4150;i. Boekhouders, schrijvers, copiïtsen.;i boekhouders schrijvers copiïtsen;;33110;;
4151;n. Andere beroepen tot de publieke vermakelijkheden behoorende.;n andere beroepen tot de publieke vermakelijkheden behoorende;;17000;;
4152;Totaal voor groep XXV;totaal voor groep xxv;;;;
4153;Onderwijs (excl. Openbaar onderwijs).;onderwijs excl openbaar onderwijs;;;;
4154;Bewaarschoolhouderessen (bijzondere).;bewaarschoolhouderessen bijzondere;;13490;11;
4155;Leeraren (bijzondere scholen);leeraren bijzondere scholen;;13200;;
4156;Onderwijzers (bijzondere scholen);onderwijzers bijzondere scholen;;13320;;
4157;Totaal voor groep XXVI;totaal voor groep xxvi;;;;
4158;Verpleging of verzorging van armen, ouden, zieken, gebrekkigen, invaliden, krankzinnigen (incl. Rijksinrichtingen).;verpleging of verzorging van armen ouden zieken gebrekkigen invaliden krankzinnigen incl rijksinrichtingen;;07110;;
4159;Huismeesters in gestichten tot verpleging of verzorging.;huismeesters in gestichten tot verpleging of verzorging;;55120;;
4160;Weesvaders en weesmoeders;weesvaders en weesmoeders;;22460;;
4161;Ziekenoppassers (in gestichting);ziekenoppassers in gestichting;;07110;;
4162;Totaal voor groep XXVII;totaal voor groep xxvii;;;;
4163;Huiselijke diensten (huis- en stalbedienden e.d.);huiselijke diensten huis en stalbedienden e d;;54020;;
4164;Dienstboden;dienstboden;;54020;;
4165;Huishoudsters;huishoudsters;;22430;;
4166;Koetsiers (heerendienst);koetsiers heerendienst;;98620;;
4167;Schoonmaaksters;schoonmaaksters;;55220;;
4168;Totaal voor groep XXVIII;totaal voor groep xxviii;;;;
4169;In dienst van den Staat (excl. Posterij, telegraphie, telephonie, landsdrukkerij en ander nijverheidsbedrijf).;in dienst van den staat excl posterij telegraphie telephonie landsdrukkerij en ander nijverheidsbedrijf;;31000;;
4170;c. Rechts- en politiewezen (incl. notariaat);c rechts en politiewezen incl notariaat;;;;
4171;**;**;;;;
4172;Financiewezen (Rekenkamer, belastingen, kadaster, muntwezen, enz.);financiewezen rekenkamer belastingen kadaster muntwezen enz;;;;
4173;Loods-, haven- en bakenwezen;loods haven en bakenwezen;;;;
4174;Totaal voor groep XXX;totaal voor groep xxx;;;;
4175;In dienst van eene gemeente (excl. Gasfabriek, dienst der openbare werken en ander nijverheidsbedrijf.);in dienst van eene gemeente excl gasfabriek dienst der openbare werken en ander nijverheidsbedrijf;;31000;;
4176;Gemeentetesecretariën (incl burgemeester);gemeentetesecretariën incl burgemeester;;20110;;
4177;Politie en brandweer;politie en brandweer;;58220;;
4178;Financiën en belastingen;financiën en belastingen;;;;
4179;Onderwijs (toezicht, onderwijzend personeel);onderwijs toezicht onderwijzend personeel;;13000;;
4180;Andere amten of bedieningen;andere amten of bedieningen;;14190;;
4181;Totaal voor groep XXXII;totaal voor groep xxxii;;;;
4182;In dienst van een waterschap;in dienst van een waterschap;;20110;;
4183;In dienst van een waterschap;in dienst van een waterschap;;20110;;
