"sex","municipality","marital_status","occupation","position","population"
"sex-V","ac-10174","marital-Married","hisco-61220","job-D",5
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-83110","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",3
"sex-M","ac-10174","marital-NotMarried","hisco-83110","job-D",3
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-A",1
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",3
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",2
"sex-M","ac-10174","marital-Married","hisco-95410","job-A",10
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",39
"sex-M","ac-10174","marital-Married","hisco-79100","job-A",1
"sex-M","ac-10174","marital-Married","hisco-79100","job-D",1
"sex-M","ac-10174","marital-Married","hisco-81990","job-A",7
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",21
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",44
"sex-M","ac-10174","marital-NotMarried","hisco-62410","job-D",2
"sex-M","ac-10174","marital-Married","hisco-79100","job-D",2
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",4
"sex-M","ac-10174","marital-NotMarried","hisco-81990","job-A",1
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",4
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",4
"sex-M","ac-10174","marital-NotMarried","hisco-77510","job-D",2
"sex-M","ac-10174","marital-Married","hisco-93120","job-A",1
"sex-M","ac-10174","marital-Married","hisco-95120","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-81990","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-80200","job-D",1
"sex-M","ac-10174","marital-Married","hisco-41030","job-A",1
"sex-M","ac-10174","marital-Married","hisco-79100","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-B",1
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-A",2
"sex-M","ac-10174","marital-Married","hisco-95120","job-A",1
"sex-M","ac-10174","marital-Married","hisco-95410","job-A",4
"sex-M","ac-10174","marital-NotMarried","hisco-62410","job-D",1
"sex-M","ac-10174","marital-Married","hisco-74925","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-D",3
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-B",1
"sex-M","ac-10174","marital-Married","hisco-80200","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-80200","job-A",1
"sex-M","ac-10174","marital-Married","hisco-62970","job-D",6
"sex-M","ac-10174","marital-Married","hisco-62970","job-D",2
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",102
"sex-M","ac-10174","marital-Married","hisco-61220","job-B",17
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",214
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-D",2
"sex-M","ac-10174","marital-NotMarried","hisco-79100","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-B",4
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",9
"sex-M","ac-10174","marital-Married","hisco-04217","job-A",5
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",7
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",29
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",33
"sex-M","ac-10174","marital-NotMarried","hisco-41025","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",1
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",15
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",54
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",13
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",119
"sex-M","ac-10174","marital-Married","hisco-61220","job-B",21
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",102
"sex-M","ac-10174","marital-Married","hisco-61270","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-77510","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-77530","job-C",1
"sex-M","ac-10174","marital-Married","hisco--1","job-A",3
"sex-M","ac-10174","marital-Married","hisco-83110","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",49
"sex-M","ac-10174","marital-NotMarried","hisco-61270","job-D",2
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",82
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",17
"sex-V","ac-10174","marital-Married","hisco-79510","job-A",2
"sex-M","ac-10174","marital-Married","hisco-98690","job-D",1
"sex-M","ac-10174","marital-Married","hisco-04217","job-B",1
"sex-M","ac-10174","marital-Married","hisco-95410","job-D",3
"sex-M","ac-10174","marital-Married","hisco-95410","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-D",2
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",19
"sex-V","ac-10174","marital-Married","hisco-61220","job-D",3
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",22
"sex-M","ac-10174","marital-Married","hisco-75000","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco-97400","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-93120","job-A",1
"sex-M","ac-10174","marital-NotMarried","hisco-95410","job-D",1
"sex-M","ac-10174","marital-Married","hisco-51020","job-A",1
"sex-V","ac-10174","marital-NotMarried","hisco-79510","job-A",1
"sex-M","ac-10174","marital-Married","hisco-64100","job-A",1
"sex-V","ac-10174","marital-NotMarried","hisco-61220","job-D",6
"sex-M","ac-10174","marital-Married","hisco-62970","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-B",5
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-A",18
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",6
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",9
"sex-M","ac-10174","marital-Married","hisco-62970","job-D",11
"sex-M","ac-10174","marital-Married","hisco--1","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-C",1
"sex-M","ac-10174","marital-Married","hisco-77920","job-D",1
"sex-V","ac-10174","marital-Married","hisco-61220","job-A",18
"sex-M","ac-10174","marital-NotMarried","hisco-98690","job-D",2
"sex-M","ac-10174","marital-NotMarried","hisco-61270","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-A",2
"sex-M","ac-10174","marital-NotMarried","hisco--1","job-D",58
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",58
"sex-M","ac-10174","marital-Married","hisco-62970","job-D",17
"sex-M","ac-10174","marital-Married","hisco-94240","job-A",1
"sex-M","ac-10174","marital-Married","hisco-81990","job-A",3
"sex-M","ac-10174","marital-NotMarried","hisco-04217","job-D",11
"sex-V","ac-10174","marital-Married","hisco-41030","job-A",3
"sex-V","ac-10174","marital-Married","hisco-41025","job-A",1
"sex-M","ac-10174","marital-Married","hisco-61220","job-D",45
"sex-M","ac-10174","marital-Married","hisco-61220","job-B",2
"sex-M","ac-10174","marital-Married","hisco-61220","job-A",151
"sex-M","ac-10174","marital-Married","hisco-97125","job-D",1
"sex-M","ac-10174","marital-Married","hisco-83110","job-D",1
"sex-M","ac-10174","marital-NotMarried","hisco-62970","job-D",2
"sex-M","ac-10174","marital-Married","hisco-95410","job-B",1
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-B",20
"sex-M","ac-10174","marital-NotMarried","hisco-61220","job-D",160
"sex-M","ac-10253","marital-NotMarried","hisco-56010","job-D",3
"sex-M","ac-10253","marital-NotMarried","hisco-61270","job-D",2
"sex-M","ac-10253","marital-Married","hisco-95120","job-A",2
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",7
"sex-M","ac-10253","marital-Married","hisco-41025","job-A",1
"sex-M","ac-10253","marital-Married","hisco-41025","job-A",2
"sex-M","ac-10253","marital-Married","hisco-97145","job-D",5
"sex-V","ac-10253","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-10253","marital-Married","hisco-97145","job-D",7
"sex-M","ac-10253","marital-Married","hisco-41025","job-A",3
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-D",3
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-A",9
"sex-M","ac-10253","marital-Married","hisco-97415","job-D",1
"sex-M","ac-10253","marital-Married","hisco-41030","job-A",1
"sex-M","ac-10253","marital-Married","hisco-33140","job-B",1
"sex-M","ac-10253","marital-Married","hisco-81925","job-D",1
"sex-M","ac-10253","marital-Married","hisco-81925","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-79100","job-D",1
"sex-M","ac-10253","marital-Married","hisco-97125","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",90
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",91
"sex-M","ac-10253","marital-NotMarried","hisco-21240","job-A",1
"sex-M","ac-10253","marital-Married","hisco-80200","job-A",1
"sex-M","ac-10253","marital-Married","hisco-79100","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",15
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco-79100","job-D",4
"sex-V","ac-10253","marital-Married","hisco-41025","job-A",1
"sex-M","ac-10253","marital-Married","hisco-77890","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-81990","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-63110","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-81120","job-D",11
"sex-M","ac-10253","marital-Married","hisco-77890","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-95410","job-D",11
"sex-M","ac-10253","marital-NotMarried","hisco-95925","job-D",1
"sex-M","ac-10253","marital-Married","hisco-94100","job-A",1
"sex-M","ac-10253","marital-Married","hisco--1","job-A",1
"sex-M","ac-10253","marital-Married","hisco-83110","job-A",1
"sex-M","ac-10253","marital-Married","hisco--1","job-D",4
"sex-M","ac-10253","marital-Married","hisco-83110","job-D",4
"sex-M","ac-10253","marital-Married","hisco-92625","job-D",1
"sex-M","ac-10253","marital-Married","hisco-80200","job-D",1
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",1
"sex-V","ac-10253","marital-Married","hisco-94290","job-D",1
"sex-V","ac-10253","marital-Married","hisco-94290","job-A",1
"sex-V","ac-10253","marital-Married","hisco-78100","job-D",4
"sex-M","ac-10253","marital-Married","hisco-04217","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-95120","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-74220","job-D",1
"sex-M","ac-10253","marital-Married","hisco-81925","job-A",4
"sex-V","ac-10253","marital-Married","hisco--1","job-D",1
"sex-V","ac-10253","marital-Married","hisco-72890","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-41025","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",14
"sex-M","ac-10253","marital-Married","hisco-93120","job-A",8
"sex-M","ac-10253","marital-Married","hisco-95925","job-A",2
"sex-M","ac-10253","marital-Married","hisco-95410","job-A",22
"sex-M","ac-10253","marital-Married","hisco-95410","job-D",15
"sex-M","ac-10253","marital-Married","hisco-95120","job-D",15
"sex-M","ac-10253","marital-Married","hisco-82000","job-D",3
"sex-V","ac-10253","marital-NotMarried","hisco-56090","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-75635","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",48
"sex-V","ac-10253","marital-NotMarried","hisco--1","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco-83110","job-D",4
"sex-M","ac-10253","marital-Married","hisco-97125","job-D",12
"sex-V","ac-10253","marital-Married","hisco-79510","job-A",6
"sex-M","ac-10253","marital-NotMarried","hisco-80200","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-A",1
"sex-M","ac-10253","marital-Married","hisco-94290","job-D",1
"sex-M","ac-10253","marital-Married","hisco-94220","job-D",1
"sex-M","ac-10253","marital-Married","hisco-41030","job-A",2
"sex-V","ac-10253","marital-Married","hisco-79510","job-A",1
"sex-V","ac-10253","marital-Married","hisco-75635","job-A",1
"sex-M","ac-10253","marital-Married","hisco-64100","job-A",28
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",7
"sex-M","ac-10253","marital-NotMarried","hisco-81120","job-D",16
"sex-M","ac-10253","marital-NotMarried","hisco-81990","job-D",4
"sex-M","ac-10253","marital-Married","hisco-41030","job-A",8
"sex-M","ac-10253","marital-Married","hisco-99900","job-D",1
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-97145","job-D",9
"sex-M","ac-10253","marital-NotMarried","hisco-78100","job-D",100
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",4
"sex-V","ac-10253","marital-Married","hisco-51090","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-64100","job-A",1
"sex-M","ac-10253","marital-Married","hisco-74925","job-D",2
"sex-M","ac-10253","marital-Married","hisco-75710","job-A",2
"sex-M","ac-10253","marital-Married","hisco-75000","job-D",11
"sex-M","ac-10253","marital-Married","hisco-75000","job-A",1
"sex-M","ac-10253","marital-Married","hisco-75710","job-D",8
"sex-M","ac-10253","marital-Married","hisco-75710","job-C",1
"sex-M","ac-10253","marital-NotMarried","hisco-72000","job-D",1
"sex-M","ac-10253","marital-Married","hisco-95440","job-D",2
"sex-M","ac-10253","marital-Married","hisco-81990","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-88050","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-72890","job-D",1
"sex-M","ac-10253","marital-Married","hisco-75710","job-D",5
"sex-M","ac-10253","marital-Married","hisco-75000","job-D",2
"sex-M","ac-10253","marital-Married","hisco-81990","job-A",4
"sex-M","ac-10253","marital-Married","hisco-81990","job-D",4
"sex-M","ac-10253","marital-Married","hisco-81120","job-A",1
"sex-M","ac-10253","marital-Married","hisco-81120","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",5
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-A",3
"sex-M","ac-10253","marital-NotMarried","hisco-74925","job-D",1
"sex-M","ac-10253","marital-Married","hisco-98500","job-A",1
"sex-M","ac-10253","marital-Married","hisco--1","job-D",1
"sex-M","ac-10253","marital-Married","hisco-83190","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-80200","job-D",5
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",16
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-A",1
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",44
"sex-M","ac-10253","marital-NotMarried","hisco-79100","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-62970","job-D",1
"sex-M","ac-10253","marital-Married","hisco-88050","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-75710","job-D",5
"sex-V","ac-10253","marital-NotMarried","hisco-41025","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-64100","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco-64100","job-D",6
"sex-M","ac-10253","marital-Married","hisco-79100","job-A",13
"sex-M","ac-10253","marital-Married","hisco-79100","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-04217","job-D",1
"sex-M","ac-10253","marital-Married","hisco-56010","job-D",1
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",12
"sex-M","ac-10253","marital-NotMarried","hisco-04217","job-D",6
"sex-M","ac-10253","marital-NotMarried","hisco-04217","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco-75710","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-94290","job-D",2
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-A",4
"sex-M","ac-10253","marital-Married","hisco-95410","job-A",2
"sex-M","ac-10253","marital-Married","hisco-95410","job-D",4
"sex-M","ac-10253","marital-Married","hisco-95120","job-D",2
"sex-M","ac-10253","marital-Married","hisco-41040","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-72000","job-D",1
"sex-V","ac-10253","marital-Married","hisco-80200","job-A",1
"sex-M","ac-10253","marital-Married","hisco-95160","job-D",5
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-C",1
"sex-M","ac-10253","marital-NotMarried","hisco-56010","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-79510","job-A",18
"sex-M","ac-10253","marital-NotMarried","hisco-97125","job-D",4
"sex-M","ac-10253","marital-NotMarried","hisco-33135","job-B",1
"sex-M","ac-10253","marital-Married","hisco-95440","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-56010","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-61220","job-D",31
"sex-M","ac-10253","marital-Married","hisco-75710","job-A",1
"sex-M","ac-10253","marital-Married","hisco-75000","job-D",4
"sex-M","ac-10253","marital-Married","hisco-98500","job-D",1
"sex-M","ac-10253","marital-NotMarried","hisco-81990","job-A",1
"sex-M","ac-10253","marital-NotMarried","hisco-81120","job-D",5
"sex-M","ac-10253","marital-NotMarried","hisco-81120","job-A",1
"sex-M","ac-10253","marital-Married","hisco-80320","job-A",2
"sex-M","ac-10253","marital-Married","hisco-80200","job-A",23
"sex-M","ac-10253","marital-NotMarried","hisco-74925","job-C",1
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",2
"sex-M","ac-10253","marital-Married","hisco-61270","job-A",1
"sex-M","ac-10253","marital-Married","hisco-64100","job-D",1
"sex-M","ac-10253","marital-Married","hisco-64100","job-A",1
"sex-V","ac-10253","marital-NotMarried","hisco-61220","job-D",1
"sex-V","ac-10253","marital-Married","hisco-41030","job-A",3
"sex-M","ac-10253","marital-Married","hisco-61220","job-D",6
"sex-M","ac-10253","marital-Married","hisco-61220","job-A",3
"sex-M","ac-10253","marital-NotMarried","hisco-81120","job-D",2
"sex-M","ac-10253","marital-NotMarried","hisco-72000","job-A",2
"sex-M","ac-10253","marital-NotMarried","hisco--1","job-A",4
"sex-M","ac-10253","marital-NotMarried","hisco-72420","job-D",1
