"m","occ","pop"
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",65
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",18
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",127
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",301
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1622
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",105
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",45
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",25
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",20
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",297
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",293
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",302
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",307
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",305
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",316
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",70
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",82
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",83
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",72
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1549
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",306
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",298
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",109
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",57
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",249
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",187
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1292
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",176
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",162
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",611
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",77
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",32
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",61
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",54
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",55
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",48
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",53
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",304
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",43
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",44
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",10
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1487
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",31
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",21
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",113
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-45220",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",8
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-07410",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-84100",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-13275",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",15
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-73490",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",18
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61220",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-13490",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61220",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-22425",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-45220",18
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",50
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",227
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-99900",18
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",1033
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79130",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",261
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-07410",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",568
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",3765
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",49
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",727
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",17
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",237
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",258
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-45220",20
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",5220
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-14190",9
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61220",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61220",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",0
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-22430",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75100",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",231
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75100",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",16
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79140",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",316
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-22430",13
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",12
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-99900",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79140",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",8
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-74990",8
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",14
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-77660",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",12
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75100",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",13
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-74990",13
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-83110",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56090",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",204
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-81000",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-93120",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-51020",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-51020",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-04217",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-97355",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-13490",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-97415",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",14
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",32
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",10
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-39310",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",13
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-97152",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",119
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",81
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",11
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",183
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",327
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",349
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",358
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",428
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",467
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",122
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",720
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",541
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",4601
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",251
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",354
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",329
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",42
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",201
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",30
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",51
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",59
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",311
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",158
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",450
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",88
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",2348
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",12
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",24
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",33
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",19
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1011
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1199
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",93
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",863
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",678
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",247
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",905
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",141
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",159
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",39
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",3798
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",9
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",2534
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",352
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",343
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",315
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",342
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1691
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",341
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",317
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",338
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",279
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",350
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",68
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",40
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",74
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",440
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",46
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",106
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",101
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",66
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",14
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",7933
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",283
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",235
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",265
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1496
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",273
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1342
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",255
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",296
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",232
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",257
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",132
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",200
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",28
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1122
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",965
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",98
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",96
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",63
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-07111",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-13960",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75635",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",15
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-78100",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-80200",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-78100",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",221
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-95120",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61220",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",466
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",10
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",12
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",323
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75710",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",1428
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-94220",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",32
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-74990",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",21
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",3264
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-97145",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-04217",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",9
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-71220",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-45220",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-62740",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-61240",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",433
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",41
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",172
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",50
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",37
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",71
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",64
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",388
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",26
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",325
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",321
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",320
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1582
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",310
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",248
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",236
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",269
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",146
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",11
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",108
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-07111",9
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-74990",12
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-74990",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-53190",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79100",24
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-95925",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",24
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-53190",8
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",6
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-53190",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41025",11
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-39310",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75000",10
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",906
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",129
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1218
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",222
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",244
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",263
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",182
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",178
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",208
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",209
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",100
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",94
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",97
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",15
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",622
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",685
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",117
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",423
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1832
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",1095
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",120
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",67
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-22430",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",5
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",708
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-77890",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-56010",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-79510",3
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",118
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",7
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",211
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",1
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-75457",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-41030",24
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",4852
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",4839
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-99900",2
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",1028
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco-45125",4
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--1",729
"http://cedar.example.org/ns#ac-10899","http://cedar.example.org/ns#hisco--2",576
