http://dbpedia.org/ontology/AnatomicalStructure,8,8,8,8,1,40,4211,4211,6638,6638,6638,526,526,829,829,829,1
http://dbpedia.org/ontology/Food,1,1,1,1,1,40,1619,1619,2273,2273,2273,1619,1619,2273,2273,2273,1
http://dbpedia.org/ontology/Person,26,78,83,83,1,2,763644,763644,1429818,1970684,1983593,29370,29370,18331,23743,23898,1
http://dbpedia.org/ontology/MusicalWork,3,4,4,4,1,10,159071,159071,318142,319233,319233,53023,53023,79535,79808,79808,1
http://dbpedia.org/ontology/Gene,2,2,2,2,1,2,9,9,18,18,18,4,4,9,9,9,0
http://dbpedia.org/ontology/Place,11,27,50,59,1,40,572728,572728,1144830,1701274,1962107,52066,52066,42401,34025,33256,1
http://dbpedia.org/ontology/Biomolecule,2,4,4,4,1,40,12051,12051,24102,24111,24111,6025,6025,6025,6027,6027,1
http://dbpedia.org/ontology/SnookerPlayer,1,1,1,1,1,25,274,274,298,298,298,274,274,298,298,298,0
http://dbpedia.org/ontology/ArchitecturalStructure,3,21,28,31,1,11,119356,119356,238712,319126,342978,39785,39785,11367,11397,11063,1
http://dbpedia.org/ontology/Settlement,3,3,3,3,1,6,348520,348520,494947,494947,494947,116173,116173,164982,164982,164982,1
http://dbpedia.org/ontology/NaturalPlace,7,9,11,11,1,11,49922,49922,99844,133836,158363,7131,7131,11093,12166,14396,0
http://dbpedia.org/ontology/Artwork,2,2,2,2,1,10,0,0,0,0,0,0,0,0,0,0,0
http://dbpedia.org/ontology/SportsLeague,30,31,31,31,1,15,1402,1402,2631,2631,2631,46,46,84,84,84,0
http://dbpedia.org/ontology/Animal,9,9,9,9,1,3,145909,145909,287419,287419,287419,16212,16212,31935,31935,31935,0
http://dbpedia.org/ontology/Work,10,20,24,24,1,40,333270,333270,666540,883971,897755,33327,33327,33327,36832,37406,1
http://dbpedia.org/ontology/WrittenWork,4,7,7,7,1,10,40016,40016,80032,92725,92725,10004,10004,11433,13246,13246,1
http://dbpedia.org/ontology/Software,1,1,1,1,1,10,27947,27947,46291,46291,46291,27947,27947,46291,46291,46291,1
http://dbpedia.org/ontology/EducationalInstitution,4,4,4,4,1,15,42270,42270,84540,84540,84540,10567,10567,21135,21135,21135,0
http://dbpedia.org/ontology/Stream,2,2,2,2,1,2,24552,24552,49079,49079,49079,12276,12276,24539,24539,24539,0
http://www.w3.org/2002/07/owl#Thing,40,112,193,339,0,0,2350906,2350906,4702430,6924927,8755341,58772,58772,41985,35880,25826,1
http://dbpedia.org/ontology/Eukaryote,3,21,22,22,1,3,199085,199085,397464,544067,544406,66361,66361,18926,24730,24745,0
http://dbpedia.org/ontology/Athlete,25,28,28,28,1,26,185126,185126,360565,371886,371886,7405,7405,12877,13281,13281,1
http://dbpedia.org/ontology/Device,2,2,2,2,1,40,25876,25876,50946,50946,50946,12938,12938,25473,25473,25473,1
http://dbpedia.org/ontology/PopulatedPlace,6,9,9,9,1,11,387166,387166,774332,920759,920759,64527,64527,86036,102306,102306,1
http://dbpedia.org/ontology/Organisation,15,64,66,66,1,2,192832,192832,379539,475799,475799,12855,12855,5930,7209,7209,1
http://dbpedia.org/ontology/Infrastructure,5,11,14,14,1,3,57388,57388,114776,138628,138847,11477,11477,10434,9902,9917,0
http://dbpedia.org/ontology/SportsTeamSeason,1,1,1,1,1,15,5017,5017,10034,10034,10034,5017,5017,10034,10034,10034,1
http://dbpedia.org/ontology/LegalCase,1,1,1,1,1,40,2333,2333,4666,4666,4666,2333,2333,4666,4666,4666,0
http://dbpedia.org/ontology/ReligiousBuilding,1,1,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1
http://dbpedia.org/ontology/Plant,9,10,10,10,1,3,44226,44226,49319,49658,49658,4914,4914,4931,4965,4965,1
http://dbpedia.org/ontology/SportsTeam,8,9,9,9,1,15,16632,16632,33264,33264,33264,2079,2079,3696,3696,3696,1
http://dbpedia.org/ontology/Award,1,1,1,1,1,40,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506,0
http://dbpedia.org/ontology/SoccerClub,1,1,1,1,1,8,15727,15727,15727,15727,15727,15727,15727,15727,15727,15727,0
http://dbpedia.org/ontology/SportsEvent,9,9,9,9,1,9,5270,5270,10540,10540,10540,585,585,1171,1171,1171,1
http://dbpedia.org/ontology/Broadcaster,3,3,3,3,1,15,25491,25491,50982,50982,50982,8497,8497,16994,16994,16994,0
http://dbpedia.org/ontology/Name,2,2,2,2,1,40,2202,2202,4404,4404,4404,1101,1101,2202,2202,2202,0
http://dbpedia.org/ontology/SoccerLeague,1,1,1,1,1,30,169,169,169,169,169,169,169,169,169,169,1
http://dbpedia.org/ontology/Song,1,1,1,1,1,3,5048,5048,6139,6139,6139,5048,5048,6139,6139,6139,0
http://dbpedia.org/ontology/Actor,2,2,2,2,1,5,2431,2431,4019,4019,4019,1215,1215,2009,2009,2009,1
http://dbpedia.org/ontology/Artist,5,7,7,7,1,26,61073,61073,114767,116355,116355,12214,12214,16395,16622,16622,1
http://dbpedia.org/ontology/CelestialBody,3,3,3,3,1,40,12020,12020,24040,24040,24040,4006,4006,8013,8013,8013,1
http://dbpedia.org/ontology/Tunnel,3,3,3,3,1,6,249,249,468,468,468,83,83,156,156,156,0
http://dbpedia.org/ontology/Project,1,1,1,1,1,40,16,16,32,32,32,16,16,32,32,32,0
http://dbpedia.org/ontology/Cleric,6,6,6,6,1,26,7285,7285,14570,14570,14570,1214,1214,2428,2428,2428,0
http://dbpedia.org/ontology/BodyOfWater,2,4,4,4,1,7,34008,34008,68000,92527,92527,17004,17004,17000,23131,23131,1
