"year","gender","age","occupation","population"
"1849",1,4,1,4480
"1849",2,4,1,20
"1849",1,4,2,50
"1849",2,4,2,20
"1849",1,3,3,30
"1849",1,4,3,1000
"1849",2,4,3,260
"1849",1,1,4,10
"1849",1,3,4,20
"1849",1,4,4,390
"1849",2,4,4,140
"1849",1,4,5,6650
"1849",1,4,6,30
"1849",1,4,7,3016
"1849",2,4,7,130
"1849",1,4,8,7960
"1849",1,4,9,3490
"1849",2,4,9,30
"1849",1,3,10,20
"1849",1,4,10,5435
"1849",2,4,10,250
"1849",1,1,11,10
"1849",1,2,11,50
"1849",1,3,11,980
"1849",1,4,11,2081
"1849",2,4,11,330
"1849",1,1,12,1550
"1849",2,1,12,900
"1849",1,2,12,5380
"1849",2,2,12,2900
"1849",1,3,12,686
"1849",2,3,12,2812
"1849",1,4,12,174389
"1849",2,4,12,66263
"1849",1,3,13,90
"1849",1,4,13,5220
"1849",2,4,13,70
"1849",1,3,14,320
"1849",1,4,14,860
"1849",2,4,14,50
"1849",1,1,15,10
"1849",2,1,15,10
"1849",1,2,15,60
"1849",1,3,15,880
"1849",1,4,15,2114
"1849",2,4,15,400
"1849",1,4,16,160
"1849",1,4,18,1720
"1849",2,4,18,30
"1849",1,1,19,10
"1849",1,2,19,10
"1849",1,3,19,670
"1849",2,3,19,10
"1849",1,4,19,1506
"1849",2,4,19,450
"1849",1,2,20,10
"1849",1,3,20,250
"1849",1,4,20,2140
"1849",1,4,21,1470
"1849",2,4,21,850
"1849",1,3,22,10
"1849",1,4,22,110
"1849",2,4,22,70
"1849",1,4,23,370
"1849",2,4,23,1060
"1849",1,1,24,10
"1849",1,2,24,50
"1849",2,2,24,20
"1849",1,3,24,450
"1849",2,3,24,180
"1849",1,4,24,1166
"1849",2,4,24,3640
"1849",1,2,25,70
"1849",2,2,25,10
"1849",1,3,25,420
"1849",2,3,25,70
"1849",1,4,25,7040
"1849",2,4,25,470
"1849",1,3,27,40
"1849",1,4,27,9840
"1849",2,4,27,500
"1849",1,4,28,1170
"1849",1,3,29,10
"1849",1,4,29,100
"1849",1,4,30,60
"1849",1,1,31,10
"1849",1,2,31,60
"1849",2,2,31,30
"1849",1,3,31,360
"1849",2,3,31,190
"1849",1,4,31,1259
"1849",2,4,31,9050
"1849",1,3,32,20
"1849",1,4,32,370
"1849",2,4,32,10
"1849",1,1,33,60
"1849",1,2,33,420
"1849",2,2,33,60
"1849",1,3,33,5130
"1849",2,3,33,300
"1849",1,4,33,11255
"1849",2,4,33,9130
"1849",1,1,34,20
"1849",1,2,34,180
"1849",2,2,34,10
"1849",1,3,34,2230
"1849",1,4,34,2664
"1849",2,4,34,620
"1849",1,1,35,20
"1849",1,2,35,210
"1849",1,3,35,2190
"1849",1,4,35,1103
"1849",2,4,35,30
"1849",1,3,36,70
"1849",1,4,36,1080
"1849",2,4,36,40
"1849",1,2,37,10
"1849",1,3,37,190
"1849",2,3,37,20
"1849",1,4,37,1220
"1849",2,4,37,360
"1849",2,1,38,150
"1849",2,2,38,160
"1849",1,3,38,10
"1849",2,3,38,620
"1849",1,4,38,280
"1849",2,4,38,3340
"1849",1,1,39,20
"1849",1,2,39,90
"1849",1,3,39,760
"1849",1,4,39,8000
"1849",2,4,39,250
"1849",1,3,41,20
"1849",1,4,41,1700
"1849",1,2,43,10
"1849",1,3,43,80
"1849",2,3,43,10
"1849",1,4,43,1256
"1849",2,4,43,150
"1849",1,3,44,30
"1849",1,4,44,550
"1849",2,4,44,430
"1849",1,4,45,90
"1849",2,4,45,30
"1849",1,1,46,80
"1849",1,2,46,430
"1849",1,3,46,8460
"1849",2,3,46,20
"1849",1,4,46,15562
"1849",2,4,46,8920
"1849",1,3,47,20
"1849",1,4,47,830
"1849",2,4,47,30
"1849",1,3,48,20
"1849",1,4,48,350
"1849",2,4,48,20
"1849",1,4,49,660
"1849",2,4,49,10
"1849",1,2,50,10
"1849",1,4,50,2560
"1849",2,4,50,70
"1849",1,2,51,80
"1849",1,3,51,810
"1849",1,4,51,2481
"1849",2,4,51,110
"1849",1,4,52,5360
"1849",1,1,53,140
"1849",2,1,53,560
"1849",1,2,53,760
"1849",2,2,53,3030
"1849",1,3,53,1112
"1849",2,3,53,5896
"1849",1,4,53,18398
"1849",2,4,53,9746
"1849",1,4,54,7190
"1849",2,4,54,190
"1849",1,1,56,230
"1849",2,1,56,120
"1849",1,2,56,710
"1849",2,2,56,270
"1849",1,3,56,3920
"1849",2,3,56,1410
"1849",1,4,56,2471
"1849",2,4,56,6430
"1849",1,4,57,450
"1849",1,3,58,40
"1849",1,4,58,2050
"1849",2,4,58,650
"1849",1,3,59,20
"1849",1,4,59,870
"1849",2,4,59,230
"1849",1,3,60,30
"1849",1,4,60,350
"1849",2,4,60,680
"1849",1,4,62,760
"1849",1,2,63,10
"1849",1,3,63,130
"1849",1,4,63,2787
"1849",2,4,63,6920
"1849",1,4,64,4994
"1849",2,4,64,6020
"1849",1,2,65,10
"1849",1,3,65,380
"1849",1,4,65,3240
"1849",1,4,66,280
"1849",1,1,67,10
"1849",1,2,67,30
"1849",1,3,67,270
"1849",2,3,67,10
"1849",1,4,67,2110
"1849",2,4,67,50
"1849",1,4,68,1060
"1849",1,4,69,270
"1849",1,4,70,2510
"1849",2,4,70,1400
"1849",1,4,71,NA
"1849",1,1,72,10
"1849",1,2,72,10
"1849",1,4,72,1960
"1849",2,4,72,700
"1849",2,3,73,10
"1849",1,4,73,1590
"1849",2,4,73,8620
"1849",1,4,74,1757
"1849",1,1,75,10
"1849",2,1,75,10
"1849",1,2,75,50
"1849",1,3,75,550
"1849",1,4,75,3670
"1849",2,4,75,140
"1849",1,3,76,20
"1849",1,4,76,3710
"1849",2,4,76,180
"1849",1,3,77,40
"1849",1,4,77,1280
"1849",1,3,78,20
"1849",1,4,78,920
"1849",1,2,79,10
"1849",1,3,79,80
"1849",2,3,79,120
"1849",1,4,79,3760
"1849",2,4,79,1004
"1849",1,4,80,5800
"1849",2,4,80,2340
"1849",1,3,81,20
"1849",1,4,81,5710
"1849",2,4,81,1490
"1849",1,2,82,50
"1849",2,2,82,10
"1849",1,3,82,1000
"1849",1,4,82,2445
"1849",2,4,82,2190
"1849",1,3,83,30
"1849",1,4,83,260
"1849",2,4,83,60
"1849",1,3,84,280
"1849",1,4,84,1800
"1849",2,4,84,10
"1849",1,4,85,3300
"1849",2,4,85,10
"1849",1,4,86,500
"1849",2,4,86,50
"1849",1,4,87,1290
"1849",2,4,87,10
"1849",1,4,88,2040
"1849",2,4,88,10
"1849",1,3,89,10
"1849",1,4,89,80
"1849",1,1,90,10
"1849",2,1,90,150
"1849",1,2,90,30
"1849",2,2,90,50
"1849",1,3,90,920
"1849",2,3,90,80
"1849",1,4,90,1587
"1849",2,4,90,320
"1849",1,3,91,20
"1849",2,3,91,30
"1849",1,4,91,3644
"1849",2,4,91,1091
"1849",1,1,92,260
"1849",2,1,92,20
"1849",1,2,92,990
"1849",2,2,92,120
"1849",1,3,92,1029
"1849",2,3,92,1070
"1849",1,4,92,2318
"1849",2,4,92,1070
"1849",2,1,94,10
"1849",1,2,94,80
"1849",1,3,94,600
"1849",2,3,94,130
"1849",1,4,94,123
"1849",2,4,94,4080
"1849",1,4,95,2220
"1849",1,2,96,130
"1849",1,3,96,350
"1849",1,4,96,2290
"1849",1,2,97,20
"1849",1,3,97,590
"1849",1,4,97,2062
"1849",2,4,97,110
"1849",1,1,98,1838
"1849",2,1,98,1769
"1849",1,2,98,6000
"1849",2,2,98,7190
"1849",1,3,98,1183
"1849",2,3,98,1459
"1849",1,4,98,6510
"1849",2,4,98,7920
"1849",1,4,99,590
"1849",1,3,100,10
"1849",1,4,100,520
"1849",1,3,101,110
"1849",1,4,101,1940
"1849",2,4,101,30
"1849",1,3,102,10
"1849",1,4,102,2980
"1849",1,4,103,70
"1849",2,4,103,10
"1849",1,3,104,50
"1849",1,4,104,1910
"1849",1,4,105,2650
"1849",1,1,106,20
"1849",1,2,106,180
"1849",1,3,106,1880
"1849",2,3,106,10
"1849",1,4,106,2279
"1849",2,4,106,400
"1849",1,2,107,60
"1849",2,2,107,10
"1849",1,3,107,500
"1849",2,3,107,30
"1849",1,4,107,8360
"1849",2,4,107,360
"1849",1,2,108,10
"1849",1,3,108,100
"1849",1,4,108,2960
"1849",2,4,108,180
"1849",1,1,109,30
"1849",1,2,109,220
"1849",1,3,109,3810
"1849",1,4,109,4434
"1849",2,4,109,140
"1849",1,3,110,110
"1849",1,4,110,1390
"1849",1,3,111,300
"1849",1,4,111,770
"1849",1,2,112,10
"1849",1,3,112,50
"1849",1,4,112,1830
"1849",2,4,112,90
"1849",1,2,113,160
"1849",2,2,113,20
"1849",1,3,113,2730
"1849",2,3,113,270
"1849",1,4,113,73
"1849",2,4,113,1043
"1849",1,3,114,10
"1849",1,4,114,440
"1849",2,4,114,100
"1849",1,1,115,170
"1849",2,1,115,10
"1849",1,2,115,1290
"1849",1,3,115,1554
"1849",2,3,115,60
"1849",1,4,115,19734
"1849",2,4,115,1090
"1849",2,2,116,10
"1849",1,3,116,80
"1849",2,3,116,130
"1849",1,4,116,12375
"1849",2,4,116,11006
"1849",1,2,117,20
"1849",1,3,117,710
"1849",1,4,117,1693
"1849",1,1,118,30
"1849",1,2,118,40
"1849",1,3,118,1160
"1849",1,4,118,3617
"1849",2,4,118,70
"1849",1,2,119,10
"1849",1,3,119,140
"1849",2,3,119,10
"1849",1,4,119,1880
"1849",2,4,119,110
"1849",1,4,120,250
"1849",1,1,121,530
"1849",2,1,121,200
"1849",1,2,121,140
"1849",2,2,121,60
"1849",1,3,121,340
"1849",2,3,121,260
"1849",1,4,121,1530
"1849",2,4,121,1210
"1849",1,1,122,630
"1849",2,1,122,740
"1849",1,2,122,250
"1849",2,2,122,150
"1849",1,3,122,740
"1849",2,3,122,680
"1849",1,4,122,2166
"1849",2,4,122,9670
"1849",1,1,123,70
"1849",2,1,123,100
"1849",1,2,123,30
"1849",2,2,123,30
"1849",1,3,123,60
"1849",2,3,123,50
"1849",1,4,123,440
"1849",2,4,123,340
"1849",2,1,124,30
"1849",2,2,124,20
"1849",1,3,124,40
"1849",2,3,124,80
"1849",1,4,124,150
"1849",2,4,124,250
"1849",1,3,125,20
"1849",1,4,125,690
"1849",2,4,125,110
"1849",1,1,126,30
"1849",2,1,126,10
"1849",1,2,126,60
"1849",1,3,126,1480
"1849",2,3,126,270
"1849",1,4,126,16564
"1849",2,4,126,2999
"1849",1,2,127,130
"1849",1,3,127,1670
"1849",1,4,127,4668
"1849",2,4,127,990
"1849",1,4,128,960
"1849",2,4,128,20
"1849",1,1,130,10
"1849",1,3,130,330
"1849",1,4,130,2500
"1849",2,4,130,30
"1849",1,1,129,10
"1849",1,2,129,280
"1849",1,3,129,3190
"1849",1,4,129,3074
"1849",2,4,129,310
"1849",1,4,131,1720
"1849",2,4,131,1070
"1849",1,1,132,1650
"1849",2,1,132,750
"1849",1,2,132,3730
"1849",2,2,132,1340
"1849",1,3,132,9820
"1849",2,3,132,4800
"1849",1,4,132,3040
"1849",2,4,132,3620
"1849",1,4,133,120
"1849",1,1,134,40
"1849",1,2,134,10
"1849",2,2,134,50
"1849",1,3,134,740
"1849",2,3,134,310
"1849",1,4,134,217
"1849",2,4,134,1244
"1849",1,4,135,140
"1849",2,4,135,40
"1849",1,1,136,20
"1849",1,2,136,10
"1849",1,3,136,830
"1849",1,4,136,152
"1849",1,1,137,20
"1849",1,2,137,260
"1849",1,3,137,2110
"1849",1,4,137,17864
"1849",1,4,138,1564
"1849",1,3,139,30
"1849",2,3,139,20
"1849",1,4,139,4988
"1849",2,4,139,2691
"1849",1,3,140,10
"1849",1,4,140,140
"1849",1,2,141,110
"1849",1,3,141,1000
"1849",2,3,141,10
"1849",1,4,141,10151
"1849",2,4,141,650
"1849",1,1,142,20
"1849",1,2,142,230
"1849",1,3,142,3570
"1849",1,4,142,4947
"1849",2,4,142,500
"1849",1,1,143,10
"1849",2,1,143,30
"1849",1,2,143,10
"1849",1,3,143,10
"1849",2,3,143,10
"1849",1,4,143,560
"1849",2,4,143,90
"1849",1,4,144,150
"1849",2,4,144,10
"1849",1,3,145,140
"1849",1,4,145,1370
"1849",2,4,145,20
"1849",1,1,146,30
"1849",1,2,146,30
"1849",2,2,146,10
"1849",1,3,146,280
"1849",2,3,146,60
"1849",1,4,146,1194
"1849",2,4,146,780
"1849",1,2,147,30
"1849",1,3,147,100
"1849",1,4,147,5180
"1849",2,4,147,120
"1849",1,3,148,10
"1849",1,4,148,1030
"1849",2,4,148,10
"1849",1,2,150,10
"1849",2,2,150,10
"1849",1,3,150,20
"1849",2,3,150,10
"1849",1,4,150,2170
"1849",2,4,150,880
"1849",1,4,151,390
"1849",2,4,151,60
"1849",1,3,152,70
"1849",1,4,152,790
"1849",2,4,152,10
"1849",1,2,153,10
"1849",1,4,153,690
"1849",1,4,154,110
"1849",1,1,155,1950
"1849",2,1,155,1180
"1849",1,2,155,8170
"1849",2,2,155,4160
"1849",1,3,155,10485
"1849",2,3,155,5835
"1849",1,4,155,194386
"1849",2,4,155,85912
"1849",1,3,156,90
"1849",1,4,156,980
"1849",1,4,157,50
"1849",1,4,158,1890
"1849",1,4,159,1030
"1849",1,1,160,30
"1849",1,2,160,100
"1849",1,3,160,1450
"1849",1,4,160,1810
"1849",1,3,161,10
"1849",1,4,161,1480
"1849",1,2,162,10
"1849",1,3,162,550
"1849",1,4,162,2123
"1849",2,4,162,400
"1849",1,3,163,80
"1849",1,4,163,920
"1849",1,4,164,3720
"1849",2,4,164,6230
"1849",1,4,165,3510
"1849",2,4,165,3410
"1849",1,4,166,150
"1849",1,3,167,10
"1849",1,4,167,190
"1849",1,2,168,10
"1849",1,3,168,470
"1849",1,4,168,9010
"1849",2,4,168,130
"1849",1,4,169,500
"1849",1,4,170,700
"1849",2,4,170,20
"1849",1,4,171,610
"1849",1,4,172,6130
"1849",2,4,172,10
"1849",1,1,173,80
"1849",1,2,173,150
"1849",1,3,173,1340
"1849",2,3,173,30
"1849",1,4,173,1504
"1849",2,4,173,320
"1849",1,3,174,10
"1849",1,4,174,4700
"1849",2,4,174,220
"1849",1,3,175,30
"1849",2,3,175,10
"1849",1,4,175,4040
"1849",2,4,175,760
"1849",1,1,176,220
"1849",2,1,176,70
"1849",1,2,176,370
"1849",2,2,176,200
"1849",1,3,176,1540
"1849",2,3,176,1280
"1849",1,4,176,1085
"1849",2,4,176,8760
"1849",1,2,177,10
"1849",1,3,177,440
"1849",1,4,177,2278
"1849",1,4,178,2650
"1849",1,2,179,60
"1849",2,2,179,10
"1849",1,3,179,520
"1849",2,3,179,90
"1849",1,4,179,4150
"1849",2,4,179,690
"1849",1,3,180,50
"1849",1,4,180,1960
"1849",2,4,180,30
"1849",1,4,181,3580
"1849",2,4,181,60
"1849",1,3,183,230
"1849",2,3,183,10
"1849",1,4,183,1676
"1849",2,4,183,3770
"1849",1,3,184,10
"1849",1,4,184,1030
"1849",1,3,185,10
"1849",1,4,185,6260
"1849",2,4,185,2100
"1849",1,1,186,20
"1849",1,2,186,140
"1849",1,3,186,2270
"1849",1,4,186,10933
"1849",2,4,186,320
"1849",1,3,187,110
"1849",1,4,187,3080
"1849",2,4,187,30
"1849",2,2,188,30
"1849",2,3,188,400
"1849",1,4,188,40
"1849",2,4,188,9190
"1849",1,2,189,10
"1849",1,3,189,230
"1849",1,4,189,4480
"1849",2,4,189,10
"1849",1,4,190,450
"1849",1,2,191,10
"1849",1,3,191,180
"1849",1,4,191,2720
"1849",2,4,191,50
"1849",2,1,192,1360
"1849",2,2,192,3910
"1849",2,3,192,3127
"1849",1,4,192,480
"1849",2,4,192,46182
"1849",1,4,193,160
"1849",2,4,193,20
"1849",1,4,194,6760
"1849",1,4,195,2010
"1849",1,2,196,20
"1849",1,3,196,520
"1849",1,4,196,1414
"1849",2,4,196,170
"1849",1,4,197,1380
"1849",2,4,197,120
"1849",1,4,198,530
"1849",1,4,199,520
"1849",1,4,200,150
"1849",1,4,201,990
"1849",2,4,201,90
"1849",1,4,202,1570
"1849",1,1,203,10
"1849",1,2,203,90
"1849",1,3,203,1930
"1849",2,3,203,110
"1849",1,4,203,5648
"1849",2,4,203,1609
"1849",1,4,204,5290
"1849",2,4,204,50
"1849",2,1,205,10
"1849",1,2,205,10
"1849",1,3,205,30
"1849",2,3,205,30
"1849",1,4,205,980
"1849",2,4,205,290
"1849",1,3,206,10
"1849",1,4,206,1540
"1849",2,4,206,430
"1849",1,4,207,240
"1849",1,1,208,20
"1849",1,2,208,70
"1849",2,2,208,10
"1849",1,3,208,860
"1849",2,3,208,340
"1849",1,4,208,5802
"1849",2,4,208,1194
"1849",1,1,209,90
"1849",2,1,209,10
"1849",1,2,209,280
"1849",2,2,209,20
"1849",1,3,209,2560
"1849",2,3,209,490
"1849",1,4,209,2817
"1849",2,4,209,7440
"1849",1,3,210,40
"1849",1,4,210,3720
"1849",2,4,210,120
"1849",1,4,211,230
"1849",2,4,211,30
"1849",1,1,212,10
"1849",1,2,212,70
"1849",2,2,212,10
"1849",1,3,212,780
"1849",2,3,212,150
"1849",1,4,212,7350
"1849",2,4,212,1480
"1849",1,2,213,20
"1849",1,3,213,20
"1849",1,4,213,1360
"1849",2,4,213,60
"1849",1,3,214,30
"1849",1,4,214,150
"1849",1,1,215,10
"1849",1,3,215,40
"1849",1,4,215,350
"1849",2,4,215,250
"1849",1,4,216,60
"1849",1,4,217,240
"1849",1,3,218,300
"1849",1,4,218,2940
"1849",2,4,218,30
"1849",1,2,219,10
"1849",1,3,219,30
"1849",1,4,219,700
"1849",2,4,219,10
"1849",1,4,220,3336
"1849",2,4,220,40
"1849",1,4,222,1640
"1849",1,4,224,80
"1849",2,4,224,4700
"1849",1,4,225,880
"1849",2,4,225,80
"1849",1,4,226,7740
"1849",2,3,227,50
"1849",1,4,227,3071
"1849",2,4,227,3754
"1849",1,4,228,960
"1849",2,4,228,130
"1849",1,1,229,30
"1849",1,2,229,160
"1849",1,3,229,3750
"1849",1,4,229,5297
"1849",2,4,229,700
"1849",1,2,230,20
"1849",1,3,230,80
"1849",1,4,230,2100
"1849",2,4,230,20
"1849",1,3,231,20
"1849",1,4,231,1900
"1849",2,4,231,10
"1849",1,1,234,40
"1849",1,2,234,160
"1849",1,3,234,3660
"1849",1,4,234,5931
"1849",2,4,234,320
"1849",1,4,235,290
"1849",2,4,235,10
"1849",1,4,236,10
"1849",1,2,237,10
"1849",1,3,237,90
"1849",1,4,237,1600
"1849",2,4,237,80
"1849",1,4,238,1350
"1849",2,4,238,10
"1849",1,4,239,190
"1849",1,1,240,40
"1849",2,1,240,10
"1849",1,2,240,260
"1849",1,3,240,5200
"1849",1,4,240,9685
"1849",2,4,240,780
"1849",1,1,241,280
"1849",1,2,241,1120
"1849",1,3,241,1178
"1849",2,3,241,10
"1849",1,4,241,27779
"1849",2,4,241,2760
"1849",1,1,242,460
"1849",1,2,242,2290
"1849",2,2,242,10
"1849",1,3,242,1976
"1849",2,3,242,30
"1849",1,4,242,23801
"1849",2,4,242,1620
"1849",1,1,243,91463
"1849",2,1,243,80799
"1849",1,2,243,36649
"1849",2,2,243,31561
"1849",1,3,243,27432
"1849",2,3,243,2168
"1849",1,4,243,2086
"1849",2,4,243,1619
"1849",1,1,244,20
"1849",1,3,244,180
"1849",1,4,244,2800
"1849",2,4,244,30
"1849",1,4,245,2160
"1849",2,4,245,80
"1849",1,2,246,40
"1849",1,3,246,380
"1849",2,3,246,10
"1849",1,4,246,106
"1849",2,4,246,470
"1849",1,1,247,120
"1849",1,2,247,560
"1849",1,3,247,9400
"1849",1,4,247,13403
"1849",2,4,247,2050
"1849",1,3,248,10
"1849",1,4,248,60
"1849",2,4,248,10
"1849",1,1,249,10
"1849",1,2,249,10
"1849",1,4,249,190
"1849",2,4,249,60
"1849",1,3,250,40
"1849",1,4,250,690
"1849",2,4,250,40
"1849",1,2,251,20
"1849",1,3,251,110
"1849",1,4,251,790
"1849",2,4,251,10
"1849",1,1,252,1000
"1849",2,1,252,970
"1849",1,2,252,2160
"1849",2,2,252,1490
"1849",1,3,252,2115
"1849",2,3,252,1132
"1849",1,4,252,19636
"1849",2,4,252,10196
"1849",1,3,253,40
"1849",1,4,253,5890
"1849",2,4,253,80
"1849",1,4,254,3160
"1849",2,4,254,520
"1849",1,2,255,20
"1849",1,3,255,500
"1849",1,4,255,6530
"1849",2,4,255,80
"1849",1,2,256,10
"1849",1,4,256,3130
"1849",2,4,256,1100
"1849",1,4,257,10
"1849",1,3,258,20
"1849",1,4,258,510
"1849",2,4,258,10
"1849",1,2,259,10
"1849",1,3,259,620
"1849",2,3,259,50
"1849",1,4,259,1204
"1849",2,4,259,570
"1849",1,3,260,260
"1849",1,4,260,8030
"1849",2,4,260,470
"1849",1,3,261,40
"1849",1,4,261,6400
"1849",2,4,261,10
"1849",1,3,262,20
"1849",1,4,262,2940
"1849",1,2,263,30
"1849",1,3,263,200
"1849",1,4,263,1101
"1849",1,1,264,20
"1849",1,2,264,230
"1849",1,3,264,4490
"1849",1,4,264,1025
"1849",1,2,265,10
"1849",1,3,265,90
"1849",1,4,265,5930
"1849",1,3,266,80
"1849",1,4,266,1191
"1849",2,4,266,140
"1849",1,3,267,10
"1849",1,4,267,1780
"1849",2,4,267,10
"1849",1,4,268,420
"1849",2,4,268,10
"1849",1,2,269,20
"1849",1,3,269,400
"1849",1,4,269,9100
"1849",2,4,269,180
"1849",1,1,270,190
"1849",1,2,270,690
"1849",2,2,270,20
"1849",1,3,270,5610
"1849",2,3,270,30
"1849",1,4,270,1928
"1849",2,4,270,460
"1849",1,3,271,230
"1849",2,3,271,40
"1849",1,4,271,1538
"1849",2,4,271,2130
"1849",1,3,272,80
"1849",2,3,272,10
"1849",1,4,272,3650
"1849",2,4,272,140
"1849",1,1,273,60
"1849",2,1,273,40
"1849",1,2,273,100
"1849",2,2,273,20
"1849",1,3,273,200
"1849",2,3,273,250
"1849",1,4,273,2320
"1849",2,4,273,1310
"1849",1,1,274,130
"1849",1,2,274,590
"1849",1,3,274,1494
"1849",1,4,274,29194
"1849",2,4,274,650
"1849",1,2,275,30
"1849",1,3,275,70
"1849",1,4,275,1720
"1849",2,4,275,60
"1849",1,3,276,40
"1849",1,4,276,109
"1849",2,4,276,620
"1849",1,1,277,520
"1849",2,1,277,300
"1849",1,2,277,860
"1849",2,2,277,340
"1849",1,3,277,4380
"1849",2,3,277,480
"1849",1,4,277,2665
"1849",2,4,277,1350
"1849",1,3,278,10
"1849",1,4,278,20
"1849",1,3,279,40
"1849",1,4,279,1981
"1849",2,4,279,3200
"1849",1,1,280,30
"1849",2,1,280,20
"1849",1,2,280,50
"1849",2,2,280,30
"1849",1,3,280,510
"1849",2,3,280,110
"1849",1,4,280,1362
"1849",2,4,280,6280
"1849",1,1,281,10
"1849",1,2,281,90
"1849",1,3,281,1200
"1849",1,4,281,1689
"1849",2,4,281,70
"1849",1,3,282,10
"1849",1,4,282,3280
"1849",1,1,283,20
"1849",1,2,283,80
"1849",2,2,283,20
"1849",1,3,283,660
"1849",2,3,283,110
"1849",1,4,283,162
"1849",2,4,283,1520
"1849",1,4,284,210
"1849",2,4,284,40
"1849",1,1,285,10
"1849",1,3,285,90
"1849",1,4,285,2150
"1849",2,4,285,20
"1849",1,2,286,40
"1849",1,3,286,280
"1849",2,3,286,220
"1849",1,4,286,1630
"1849",2,4,286,930
"1849",1,4,287,970
"1849",1,3,288,10
"1849",1,4,288,140
"1849",1,4,289,480
"1849",2,4,289,160
"1849",1,2,290,10
"1849",1,3,290,260
"1849",2,3,290,50
"1849",1,4,290,8400
"1849",2,4,290,8210
"1849",1,1,291,20
"1849",1,2,291,420
"1849",1,3,291,4400
"1849",1,4,291,7035
"1849",2,4,291,280
"1849",1,2,292,130
"1849",1,3,292,2040
"1849",1,4,292,6515
"1849",2,4,292,1890
"1849",1,4,293,270
"1849",2,4,293,50
"1849",1,1,294,10
"1849",1,2,294,40
"1849",1,3,294,980
"1849",2,3,294,30
"1849",1,4,294,6839
"1849",2,4,294,640
"1849",1,3,297,30
"1849",1,4,297,1920
"1849",2,4,297,100
"1849",1,4,298,310
"1849",2,4,298,400
"1849",1,3,299,90
"1849",1,4,299,1509
"1849",2,4,299,190
"1849",1,4,300,280
"1849",2,4,300,60
"1849",1,3,301,10
"1849",1,4,301,430
"1849",2,4,301,350
"1849",1,3,302,130
"1849",1,4,302,4670
"1849",2,4,302,20
"1849",1,2,303,10
"1849",1,3,303,40
"1849",1,4,303,10
"1849",1,2,304,10
"1849",1,3,304,60
"1849",1,4,304,8930
"1849",2,4,304,390
"1849",1,4,305,90
"1849",2,4,305,20
"1849",1,3,306,10
"1849",1,4,306,2203
"1849",2,4,306,210
"1849",1,2,308,10
"1849",1,3,308,20
"1849",1,4,308,570
"1849",2,4,308,80
"1849",1,4,309,190
"1849",2,4,309,60
"1849",1,1,310,10
"1849",1,3,310,30
"1849",1,4,310,1860
"1849",2,4,310,30
"1849",1,3,311,740
"1849",1,4,311,170
"1849",1,4,312,60
"1849",1,4,313,980
"1849",2,4,313,430
"1849",1,4,314,10
"1849",1,1,315,254061
"1849",2,1,315,258967
"1849",1,2,315,27275
"1849",2,2,315,33147
"1849",1,3,315,57383
"1849",2,3,315,81898
"1849",1,4,315,100519
"1849",2,4,315,66632
"1849",1,3,316,10
"1849",1,4,316,1810
"1849",2,4,316,70
"1849",1,4,317,210
"1849",1,1,318,20
"1849",1,2,318,20
"1849",2,2,318,10
"1849",1,3,318,30
"1849",2,3,318,10
"1849",1,4,318,340
"1849",2,4,318,280
"1859",1,5,1,27
"1859",1,6,1,1149
"1859",1,5,319,10
"1859",1,6,319,26
"1859",1,1,320,30
"1859",1,2,320,97
"1859",2,2,320,32
"1859",1,3,320,282
"1859",2,3,320,102
"1859",1,5,320,384
"1859",2,5,320,238
"1859",1,6,320,709
"1859",2,6,320,146
"1859",1,5,5,31
"1859",1,6,5,1177
"1859",1,6,321,2
"1859",1,3,322,6
"1859",1,5,322,118
"1859",1,6,322,8671
"1859",2,6,322,8
"1859",1,5,323,7
"1859",1,6,323,403
"1859",1,3,324,2
"1859",1,5,324,36
"1859",1,6,324,1043
"1859",1,3,325,6
"1859",1,5,325,214
"1859",1,6,325,10119
"1859",2,6,325,8
"1859",1,2,326,12
"1859",1,3,326,241
"1859",1,5,326,718
"1859",1,6,326,3399
"1859",2,6,326,30
"1859",1,1,12,160
"1859",2,1,12,162
"1859",1,2,12,594
"1859",2,2,12,297
"1859",1,3,12,14041
"1859",2,3,12,4369
"1859",1,5,12,54025
"1859",2,5,12,14858
"1859",1,6,12,312523
"1859",2,6,12,75107
"1859",1,3,327,14
"1859",1,5,327,64
"1859",1,6,327,744
"1859",1,3,14,2
"1859",1,5,14,42
"1859",1,6,14,248
"1859",2,6,14,4
"1859",1,2,328,6
"1859",1,3,328,231
"1859",1,5,328,663
"1859",1,6,328,4175
"1859",2,6,328,62
"1859",1,6,16,36
"1859",2,6,16,10
"1859",2,5,329,2
"1859",2,6,329,278
"1859",1,5,330,9
"1859",1,6,330,433
"1859",2,6,330,2
"1859",1,2,331,8
"1859",1,3,331,326
"1859",2,3,331,2
"1859",1,5,331,777
"1859",1,6,331,2974
"1859",2,6,331,58
"1859",1,1,20,2
"1859",1,2,20,8
"1859",1,3,20,125
"1859",1,5,20,389
"1859",1,6,20,659
"1859",1,6,332,2
"1859",1,6,333,8
"1859",1,5,334,2
"1859",1,6,334,8
"1859",1,5,335,2
"1859",1,6,335,192
"1859",2,6,335,74
"1859",2,5,23,3
"1859",1,6,23,100
"1859",2,6,23,238
"1859",2,2,24,2
"1859",1,3,24,8
"1859",1,5,24,114
"1859",2,5,24,2
